target_id	length	eff_length	est_counts	tpm
LOC100919053-XP_023354218.1	2184	1908.81	435.674	5.7878
LOC100919053-XP_031807022.1	2058	1782.81	0	0
LOC116420914-XP_031805011.1	1593	1317.81	45.5125	0.875774
LOC105749646-XP_031805012.1	1578	1302.81	6.12345	0.119187
LOC100918791-XP_031807025.1	2166	1890.81	105.506	1.41495
LOC116421482-XP_031807034.1	1059	783.811	5.00134	0.161804
LOC100922713-XP_031807030.1	1872	1596.81	155.341	2.46688
LOC111718993-XP_031805013.1	951	675.842	5	0.187603
LOC100913756-XP_031807044.1	1467	1191.81	15.5379	0.330597
LOC105749010-XP_031805014.1	2418	2142.81	97.4491	1.15321
LOC105749000-XP_031807053.1	1365	1089.81	12.1745	0.283279
NUF2-XP_023354161.1	1383	1107.81	63.25	1.4478
NUF2-XP_031807063.1	1383	1107.81	63.25	1.4478
NUF2-XP_031807069.1	1383	1107.81	63.25	1.4478
NUF2-XP_003762728.1	1383	1107.81	63.25	1.4478
LOC111719491-XP_031805015.1	1551	1275.81	6.23259	0.123879
CHP2-XP_031807085.1	588	316.998	11.7674	0.941324
BET1-XP_031807107.1	351	109.919	219	50.5225
LOC116421488-XP_031807092.1	1320	1044.81	23	0.558219
LOC100920799-XP_023354436.1	222	40.7103	233.801	145.632
LOC100920799-XP_031807137.1	222	40.7103	233.801	145.632
LOC100920799-XP_012399608.1	222	40.7103	233.801	145.632
LOC100920799-XP_031807117.1	252	50.3843	14.5975	7.34681
GNGT1-XP_003763123.1	225	41.4842	4	2.44507
TFPI2-XP_031805017.1	1227	951.811	313	8.33889
CALCR-[transl_except=(pos:1132..1134,aa:Other)	1404	1128.81	1	0.0224643
LOC116420915-XP_031805018.1	597	325.663	7	0.54506
VPS50-[exception=unclassified-translation-discrepancy	2697	2421.81	2295	24.0302
HEPACAM2-XP_031805020.1	1176	900.811	6	0.168901
UBP1-XP_031807200.1	1557	1281.81	0	0
UBP1-XP_031807193.1	1578	1302.81	125.698	2.4466
UBP1-XP_031807183.1	1665	1389.81	0	0
UBP1-XP_031807166.1	1686	1410.81	99.2293	1.78355
UBP1-XP_031807177.1	1668	1392.81	44.8888	0.817261
UBP1-XP_031807161.1	1686	1410.81	99.7459	1.79284
UBP1-XP_031807156.1	1689	1413.81	0.0297345	0.000533314
UBP1-XP_031807188.1	1584	1308.81	0	0
UBP1-XP_031807206.1	1425	1149.81	195.704	4.31606
UBP1-XP_031807214.1	1425	1149.81	195.704	4.31606
CLASP2-XP_031805021.1	5196	4920.81	2946	15.1814
PDCD6IP-XP_031807222.1	2634	2358.81	10314	110.879
LOC116420917-XP_031805022.1	1497	1221.81	112	2.3245
ARPP21-XP_031807240.1	2508	2232.81	0.0910454	0.001034
ARPP21-XP_031807287.1	2508	2232.81	0.0910454	0.001034
ARPP21-XP_031807248.1	2505	2229.81	0.0148679	0.000169081
ARPP21-XP_031807263.1	2412	2136.81	91.3856	1.08449
ARPP21-XP_031807268.1	2409	2133.81	0	0
ARPP21-XP_031807255.1	2448	2172.81	105.207	1.22783
ARPP21-XP_031807323.1	2445	2169.81	17.2868	0.202026
ARPP21-XP_031807272.1	2406	2130.81	120.568	1.43483
ARPP21-XP_031807317.1	2403	2127.81	19.2213	0.229068
ARPP21-XP_031807294.1	2307	2031.81	1.54126e-07	1.92357e-09
ARPP21-XP_031807281.1	2346	2070.81	139.565	1.70904
ARPP21-XP_031807333.1	2343	2067.81	21.4272	0.262766
ARPP21-XP_031807301.1	2247	1971.81	9.77787e-08	1.25746e-09
ARPP21-XP_031807307.1	861	585.972	98.0036	4.24111
ARPP21-XP_031807314.1	270	57.3542	57.1381	25.2624
