target_id	length	eff_length	est_counts	tpm
DUN_000001-T1	1942	1682.84	0	0
DUN_000002-T1	200	32.8321	0	0
DUN_000003-T1	420	168.078	0	0
DUN_000004-T1	158	26.1173	0	0
DUN_000005-T1	365	117.402	0	0
DUN_000006-T1	435	182.33	4.26127	0.699516
DUN_000007-T1	189	31.3195	3	2.86696
DUN_000008-T1	73	27.1587	0	0
DUN_000009-T1	387	137.316	1	0.217969
DUN_000010-T1	234	39.0777	0	0
DUN_000011-T1	79	26.1446	0.0627801	0.0718714
DUN_000012-T1	828	569.27	103.22	5.427
DUN_000013-T1	162	26.8088	0	0
DUN_000014-T1	774	515.511	30	1.7418
DUN_000015-T1	636	378.464	0	0
DUN_000016-T1	162	26.8088	177275	197918
DUN_000017-T1	276	53.5176	0	0
DUN_000018-T1	79	26.1446	0	0
DUN_000019-T1	197	32.4228	0	0
DUN_000020-T1	73	27.1587	0	0
DUN_000021-T1	73	27.1587	0	0
DUN_000022-T1	79	26.1446	0	0
DUN_000023-T1	416	164.308	6	1.09297
DUN_000024-T1	2670	2410.84	6187	76.8115
DUN_000025-T1	3249	2989.84	1051	10.5213
DUN_000026-T1	543	286.827	0	0
DUN_000027-T1	384	134.553	293	65.1763
DUN_000028-T1	291	61.3483	0	0
DUN_000029-T1	714	455.838	0	0
DUN_000030-T1	85	24.6339	0	0
DUN_000031-T1	1113	853.844	304	10.6564
DUN_000032-T1	72	27.2397	0	0
DUN_000033-T1	79	26.1446	0	0
DUN_000034-T1	231	38.5483	7	5.43511
DUN_000035-T1	73	27.1587	0	0
DUN_000036-T1	73	27.1587	0	0
DUN_000037-T1	228	37.8982	0	0
DUN_000038-T1	73	27.1587	0	0
DUN_000039-T1	73	27.1587	3.44147	3.79272
DUN_000040-T1	165	27.3922	1	1.09267
DUN_000041-T1	78	25.9255	0	0
DUN_000042-T1	228	37.8982	0	0
DUN_000043-T1	378	129.05	0	0
DUN_000044-T1	240	40.6034	0	0
DUN_000045-T1	74	25.7971	0	0
DUN_000046-T1	73	27.1587	0	0
DUN_000047-T1	1071	811.844	2	0.0737348
DUN_000048-T1	73	27.1587	0	0
DUN_000049-T1	73	27.1587	0	0
DUN_000050-T1	73	27.1587	0	0
DUN_000051-T1	2898	2638.84	938	10.6391
