Codon	Partition	alpha	beta_plus	p_plus	LRT	pValue	Species
							Potorous_gilbertii
6	1	2.070	55.054	1.000	3.264	0.0929	Potorous_gilbertii
104	1	0.000	31.130	1.000	5.650	0.0270	Potorous_gilbertii
171	1	0.000	25.443	1.000	4.638	0.0455	Potorous_gilbertii
174	1	0.000	19.963	1.000	4.281	0.0547	Potorous_gilbertii
197	1	0.000	56.397	1.000	7.212	0.0121	Potorous_gilbertii
256	1	0.000	29.838	1.000	5.447	0.0300	Potorous_gilbertii
716	1	0.000	14.625	1.000	4.391	0.0517	Potorous_gilbertii
786	1	0.967	36.657	1.000	4.416	0.0510	Potorous_gilbertii
817	1	0.000	30.425	1.000	6.762	0.0153	Potorous_gilbertii
820	1	1.027	73.237	1.000	7.441	0.0108	Potorous_gilbertii
1073	1	0.888	1524.435	1.000	7.778	0.0091	Potorous_gilbertii
1141	1	0.000	57.455	1.000	10.863	0.0019	Potorous_gilbertii
1282	1	0.000	3299.508	1.000	11.840	0.0012	Potorous_gilbertii
1296	1	0.000	20.820	1.000	5.512	0.0290	Potorous_gilbertii
1299	1	2.346	6936.043	1.000	7.886	0.0086	Potorous_gilbertii
1304	1	4.823	10000.000...	1.000	3.577	0.0789	Potorous_gilbertii
1307	1	0.000	18.252	1.000	5.366	0.0312	Potorous_gilbertii
1311	1	0.574	22.450	1.000	4.367	0.0523	Potorous_gilbertii
1401	1	0.000	28.679	1.000	3.418	0.0857	Potorous_gilbertii
1416	1	0.000	34.505	1.000	5.310	0.0321	Potorous_gilbertii
1500	1	0.000	20.019	1.000	5.010	0.0375	Potorous_gilbertii
1592	1	0.000	22.615	1.000	6.076	0.0217	Potorous_gilbertii
