target_id	length	eff_length	est_counts	tpm
DUN_000001-T1	1942	1682.66	0	0
DUN_000002-T1	200	33.5319	0	0
DUN_000003-T1	420	167.844	0	0
DUN_000004-T1	158	26.4864	0	0
DUN_000005-T1	365	117.348	0	0
DUN_000006-T1	435	182.037	2.26926	0.41556
DUN_000007-T1	189	31.7638	13	13.6433
DUN_000008-T1	73	25.8756	0	0
DUN_000009-T1	387	137.133	6	1.45855
DUN_000010-T1	234	39.7397	0	0
DUN_000011-T1	79	26.0206	8.80837	11.2846
DUN_000012-T1	828	569.067	390.687	22.8863
DUN_000013-T1	162	27.2697	0	0
DUN_000014-T1	774	515.266	147	9.51033
DUN_000015-T1	636	378.238	4	0.352537
DUN_000016-T1	162	27.2697	48267	59003.7
DUN_000017-T1	276	53.6294	0	0
DUN_000018-T1	79	26.0206	1.09006	1.3965
DUN_000019-T1	197	33.1293	0	0
DUN_000020-T1	73	25.8756	0	0
DUN_000021-T1	73	25.8756	0	0
DUN_000022-T1	79	26.0206	0	0
DUN_000023-T1	416	164.074	0	0
DUN_000024-T1	2670	2410.66	3148	43.5319
DUN_000025-T1	3249	2989.66	717	7.99478
DUN_000026-T1	543	286.562	0	0
DUN_000027-T1	384	134.414	121	30.009
DUN_000028-T1	291	61.4759	0	0
DUN_000029-T1	714	455.553	0	0
DUN_000030-T1	85	23.8289	0	0
DUN_000031-T1	1113	853.662	2	0.0781004
DUN_000032-T1	72	25.4021	0	0
DUN_000033-T1	79	26.0206	0	0
DUN_000034-T1	231	39.0542	1	0.853574
DUN_000035-T1	73	25.8756	0	0
DUN_000036-T1	73	25.8756	0	0
DUN_000037-T1	228	38.4064	3	2.60391
DUN_000038-T1	73	25.8756	0	0
DUN_000039-T1	73	25.8756	4.75557e-05	6.12662e-05
DUN_000040-T1	165	27.8522	3	3.59064
DUN_000041-T1	78	26.2069	0	0
DUN_000042-T1	228	38.4064	0	0
DUN_000043-T1	378	128.968	12	3.10176
DUN_000044-T1	240	41.0188	183	148.723
DUN_000045-T1	74	25.7228	0	0
DUN_000046-T1	73	25.8756	0	0
DUN_000047-T1	1071	811.662	1511	62.0581
DUN_000048-T1	73	25.8756	0	0
DUN_000049-T1	73	25.8756	1.00609	1.29615
DUN_000050-T1	73	25.8756	24.6977	31.8182
DUN_000051-T1	2898	2638.66	4131	52.1892
DUN_000052-T1	243	41.6826	69	55.1827
DUN_000053-T1	255	45.1551	1	0.738248
DUN_000054-T1	73	25.8756	0	0
DUN_000055-T1	79	26.0206	0	0
DUN_000056-T1	73	25.8756	0	0
DUN_000057-T1	73	25.8756	0	0
DUN_000058-T1	1383	1123.66	91	2.6997
DUN_000059-T1	79	26.0206	0	0
DUN_000060-T1	411	159.381	203	42.4588
DUN_000061-T1	957	697.707	758	36.2164
DUN_000062-T1	330	88.1155	179	67.7189
DUN_000063-T1	1545	1285.66	4150	107.605
DUN_000064-T1	279	55.1224	1	0.604757
DUN_000065-T1	960	700.701	29	1.37967
DUN_000066-T1	582	324.907	1	0.102601
DUN_000067-T1	294	63.21	0	0
DUN_000068-T1	246	42.5415	0	0
DUN_000069-T1	79	26.0206	0	0
DUN_000070-T1	240	41.0188	0	0
DUN_000071-T1	1116	856.662	513	19.9626
DUN_000072-T1	73	25.8756	0	0
DUN_000073-T1	73	25.8756	0	0
DUN_000074-T1	237	40.3448	12	9.91523
DUN_000075-T1	204	34.104	502	490.691
DUN_000076-T1	693	434.71	29	2.22386
DUN_000077-T1	80	25.6992	1.72841	2.24201
DUN_000078-T1	1143	883.662	304	11.4682
DUN_000079-T1	388	138.031	19	4.58867
DUN_000080-T1	190	31.9515	6	6.25992
DUN_000081-T1	4221	3961.66	2341	19.6985
DUN_000082-T1	1467	1207.66	563	15.5408
DUN_000083-T1	4338	4078.66	30	0.245196
DUN_000084-T1	77	25.9911	0	0
DUN_000085-T1	79	26.0206	0	0
DUN_000086-T1	258	46.1832	0	0
DUN_000087-T1	276	53.6294	0	0
DUN_000088-T1	201	33.7143	0	0
DUN_000089-T1	221	37.015	0	0
DUN_000090-T1	207	34.5455	0	0
DUN_000091-T1	73	25.8756	0	0
DUN_000092-T1	750	491.367	0	0
DUN_000093-T1	513	257.254	2	0.259166
DUN_000094-T1	648	390.106	28	2.39268
DUN_000095-T1	660	401.992	19	1.5756
DUN_000096-T1	270	50.8738	0	0
DUN_000097-T1	732	473.457	52	3.66127
DUN_000098-T1	735	476.438	6	0.419811
DUN_000099-T1	1032	772.662	50	2.1572
DUN_000100-T1	73	25.8756	0	0
DUN_000101-T1	659	401.003	0	0
DUN_000102-T1	163	27.4372	0	0
DUN_000103-T1	393	142.672	1905	445.108
DUN_000104-T1	195	32.8351	0	0
DUN_000105-T1	405	153.8	322	69.7927
DUN_000106-T1	8739	8479.66	2857	11.2316
DUN_000107-T1	1944	1684.66	396	7.83595
DUN_000108-T1	318	79.0575	221.55	93.4194
DUN_000109-T1	357	110.357	0	0
DUN_000110-T1	231	39.0542	0	0
DUN_000111-T1	555	298.337	0	0
DUN_000112-T1	384	134.414	0	0
DUN_000113-T1	228	38.4064	7	6.0758
DUN_000114-T1	73	25.8756	0	0
DUN_000115-T1	1071	811.662	14	0.574993
DUN_000116-T1	462	207.844	0	0
DUN_000117-T1	1605	1345.66	178	4.40954
