XM_031968744.1	60-63	COMPENSATION	FS_1	2	yes
XM_031968744.1	60-63	FS_INS	+2	yes
XM_031968744.1	108-111	FS_INS	+1	No
XM_031968744.1	204-207	COMPENSATION	FS_3	4	yes
XM_031968744.1	204-207	FS_INS	+2	No
XM_031968744.1	252-255	FS_INS	+1	yes
XM_031968744.1	442-442	C	T	yes
XM_031968744.1	443-443	G	A	yes
XM_031968744.1	471-474	FS_INS	+1	No
XM_031968744.1	510-513	FS_INS	+1	No
XM_031968744.1	717-720	FS_INS	+1	No
XM_031968744.1	768-771	FS_DEL	-1	No
XM_031968744.1	879-882	FS_DEL	-2	No
XM_031968744.1	900-903	FS_INS	+1	yes
XM_031968744.1	921-924	FS_INS	+1	yes
