target_id	length	eff_length	est_counts	tpm
LOC100919053-XP_023354218.1	2184	1940.63	579.361	5.99083
LOC100919053-XP_031807022.1	2058	1814.63	0	0
LOC116420914-XP_031805011.1	1593	1349.63	83.1109	1.23573
LOC105749646-XP_031805012.1	1578	1334.63	14.2441	0.214168
LOC100918791-XP_031807025.1	2166	1922.63	63.2232	0.659875
LOC116421482-XP_031807034.1	1059	815.625	3.10593	0.0764153
LOC100922713-XP_031807030.1	1872	1628.63	194.31	2.39416
LOC111718993-XP_031805013.1	951	707.659	13.0447	0.369905
LOC100913756-XP_031807044.1	1467	1223.63	5.02649	0.082432
LOC105749010-XP_031805014.1	2418	2174.63	36.6551	0.338243
LOC105749000-XP_031807053.1	1365	1121.63	13.4538	0.2407
NUF2-XP_023354161.1	1383	1139.63	85.75	1.50991
NUF2-XP_031807063.1	1383	1139.63	85.75	1.50991
NUF2-XP_031807069.1	1383	1139.63	85.75	1.50991
NUF2-XP_003762728.1	1383	1139.63	85.75	1.50991
LOC111719491-XP_031805015.1	1551	1307.63	1.13987	0.0174924
CHP2-XP_031807085.1	588	346.996	1.86013	0.107572
BET1-XP_031807107.1	351	127.142	256	40.4044
LOC116421488-XP_031807092.1	1320	1076.63	32	0.596437
LOC100920799-XP_023354436.1	222	44.2353	118.219	53.629
LOC100920799-XP_031807137.1	222	44.2353	118.219	53.629
LOC100920799-XP_012399608.1	222	44.2353	118.219	53.629
LOC100920799-XP_031807117.1	252	57.163	8.34173	2.92833
GNGT1-XP_003763123.1	225	44.0744	1	0.455295
TFPI2-XP_031805017.1	1227	983.625	7	0.142806
CALCR-[transl_except=(pos:1132..1134,aa:Other)	1404	1160.63	82	1.41775
LOC116420915-XP_031805018.1	597	355.813	2	0.112795
VPS50-[exception=unclassified-translation-discrepancy	2697	2453.63	2223	18.1807
HEPACAM2-XP_031805020.1	1176	932.625	23	0.49488
UBP1-XP_031807200.1	1557	1313.63	26.3144	0.401976
UBP1-XP_031807193.1	1578	1334.63	129.492	1.94699
UBP1-XP_031807183.1	1665	1421.63	4.11572e-06	5.80952e-08
UBP1-XP_031807166.1	1686	1442.63	227.544	3.16513
UBP1-XP_031807177.1	1668	1424.63	861.614	12.1364
UBP1-XP_031807161.1	1686	1442.63	434.26	6.04054
UBP1-XP_031807156.1	1689	1445.63	4.65184e-07	6.45726e-09
UBP1-XP_031807188.1	1584	1340.63	0	0
UBP1-XP_031807206.1	1425	1181.63	1487.39	25.2594
UBP1-XP_031807214.1	1425	1181.63	1487.39	25.2594
CLASP2-XP_031805021.1	5196	4952.63	20960	84.9249
PDCD6IP-XP_031807222.1	2634	2390.63	5270	44.2363
LOC116420917-XP_031805022.1	1497	1253.63	173	2.76922
ARPP21-XP_031807240.1	2508	2264.63	34.7315	0.307756
ARPP21-XP_031807287.1	2508	2264.63	34.7315	0.307756
ARPP21-XP_031807248.1	2505	2261.63	5.98132	0.0530708
ARPP21-XP_031807263.1	2412	2168.63	0	0
ARPP21-XP_031807268.1	2409	2165.63	0	0
ARPP21-XP_031807255.1	2448	2204.63	60.8998	0.55432
ARPP21-XP_031807323.1	2445	2201.63	10.2135	0.0930918
ARPP21-XP_031807272.1	2406	2162.63	143.484	1.33138
ARPP21-XP_031807317.1	2403	2159.63	24.1777	0.224655
ARPP21-XP_031807294.1	2307	2063.63	0	0
ARPP21-XP_031807281.1	2346	2102.63	204.987	1.95634
ARPP21-XP_031807333.1	2343	2099.63	33.5723	0.320862
ARPP21-XP_031807301.1	2247	2003.63	0	0
ARPP21-XP_031807307.1	861	617.839	62.9109	2.04329
ARPP21-XP_031807314.1	270	63.5742	62.3103	19.6679
STAC-XP_031807346.1	1233	989.625	48	0.973307
STAC-XP_023354287.2	1329	1085.63	0	0
LOC116421873-XP_031811797.1	1311	1067.63	2	0.0375916
DCLK3-XP_031812819.1	2373	2129.63	26	0.244991
TRANK1-[exception=unclassified-translation-discrepancy	9264	9020.63	379	0.843106
LOC116421506-XP_031807355.1	471	234.826	0	0
IPPK-XP_031814412.1	1521	1277.63	392	6.1569
CENPP-XP_031815278.1	1203	959.625	61	1.27558
ECM2-XP_031807365.1	1704	1460.63	7.53379	0.103503
ECM2-XP_031807375.1	1671	1427.63	17.7481	0.249469
ECM2-XP_031807379.1	1638	1394.63	32.7181	0.470771
ASPN-XP_031807401.1	1128	884.625	14.3333	0.325138
ASPN-XP_031807404.1	1128	884.625	14.3333	0.325138
ASPN-XP_031807409.1	1128	884.625	14.3333	0.325138
OMD-XP_031807395.1	1248	1004.63	9	0.17977
OGN-XP_031807418.1	858	614.839	12	0.391651
OGN-XP_031807422.1	858	614.839	12	0.391651
OGN-XP_031807425.1	855	611.839	0	0
NOL8-[exception=unclassified-translation-discrepancy	3276	3032.63	652	4.31428
IARS1-XP_031807429.1	3786	3542.63	1408	7.97548
IARS1-XP_031807435.1	3786	3542.63	1408	7.97548
LOC111719609-XP_031807440.1	420	187.675	4	0.427695
ADCYAP1R1-XP_031807462.1	1461	1217.63	901.291	14.8536
ADCYAP1R1-XP_031807453.1	1545	1301.63	564.878	8.7086
ADCYAP1R1-XP_031807474.1	1353	1109.63	371.89	6.7254
ADCYAP1R1-XP_031807469.1	1437	1193.63	330.94	5.56366
LOC116422491-XP_031817022.1	2364	2120.63	56	0.529912
MINDY4-XP_031807488.1	2313	2069.63	395.665	3.83632
MINDY4-XP_031807481.1	2583	2339.63	25.3354	0.217301
MINDY4-XP_031807493.1	2223	1979.63	6.51937e-08	6.60848e-10
LOC100932343-XP_031817646.1	1689	1445.63	177	2.45695
GARS1-XP_031818549.1	1809	1565.63	3514	45.0395
CTDSPL-XP_031819551.1	1572	1328.63	642	9.69643
VILL-[exception=unclassified-translation-discrepancy	3288	3044.63	227	1.49614
PLCD1-XP_031807515.1	2250	2006.63	263.095	2.63103
PLCD1-XP_031807506.1	2316	2072.63	85.9048	0.831718
DLEC1-XP_031821137.1	5805	5561.63	883	3.18595
ACAA1-XP_031807518.1	1287	1043.63	5372	103.293
HERPUD2-XP_031807533.1	1224	980.625	1413.96	28.9344
HERPUD2-XP_031807528.1	1248	1004.63	70.0377	1.39897
SEPTIN7-XP_031807549.1	1314	1070.63	1290.22	24.1827
SEPTIN7-XP_031807545.1	1317	1073.63	7419.78	138.681
SEPTIN7-XP_023354303.2	1260	1016.63	6404.01	126.407
EEPD1-XP_031807569.1	1710	1466.63	297	4.06365
KIAA0895-XP_031824478.1	1788	1544.63	169	2.19555
ANLN-[partial=5'	2415	2171.63	7964	73.5912
AOAH-[exception=unclassified-translation-discrepancy	1536	1292.63	84	1.30403
ELMO1-[exception=annotated-by-transcript-or-proteomic-data	1536	1292.63	6909	107.256
GPR141-XP_031807590.1	873	629.782	23	0.732853
STK17A-[exception=unclassified-translation-discrepancy	1176	932.625	273	5.87401
HECW1-XP_031807612.1	4890	4646.63	2223	9.60022
MRPL32-XP_031807628.1	564	323.666	902	55.9229
PSMA2-XP_031807617.1	705	462.402	1499	65.0521
C1H7orf25-XP_031807639.1	1269	1025.63	168	3.287
C1H7orf25-XP_031807645.1	1269	1025.63	168	3.287
C1H7orf25-XP_031807649.1	1269	1025.63	168	3.287
GLI3-XP_003762705.2	4752	4508.63	94	0.418372
INHBA-XP_031807671.1	1287	1043.63	200	3.84561
SUGCT-XP_031807690.1	1224	980.625	11.0795	0.226723
SUGCT-XP_031807685.1	1320	1076.63	285.921	5.32918
MPLKIP-XP_031807700.1	468	232.015	217	18.7682
CDK13-XP_031817463.1	4209	3965.63	2202	11.1426
RALA-XP_031807711.1	621	379.328	173.25	9.16512
RALA-XP_031807722.1	621	379.328	173.25	9.16512
RALA-XP_031807730.1	621	379.328	173.25	9.16512
RALA-XP_003762678.1	621	379.328	173.25	9.16512
YAE1-XP_023354123.1	684	441.624	66	2.99896
VPS41-XP_031807770.1	2562	2318.63	3596.71	31.1282
VPS41-XP_031807758.1	2679	2435.63	4463.24	36.7721
VPS41-XP_031807767.1	2589	2345.63	3354.05	28.694
AMPH-XP_031807781.1	2067	1823.63	1714.85	18.8699
AMPH-XP_031807791.1	1956	1712.63	380.147	4.45418
LOC100935654-[exception=rearrangement-required-for-product	411	179.547	5	0.558821
LOC100935656-[exception=rearrangement-required-for-product	549	309.162	0	0
LOC116422697-[exception=rearrangement-required-for-product	543	303.361	0	0
LOC116422737-[exception=rearrangement-required-for-product	615	373.438	0	0
LOC116422756-[exception=rearrangement-required-for-product	537	297.523	0	0
LOC100934073-XP_031817883.1	1020	776.625	8	0.206708
STARD3NL-XP_023354416.1	708	465.388	453.333	19.5471
STARD3NL-XP_031807810.1	708	465.388	453.333	19.5471
STARD3NL-XP_031807815.1	708	465.388	453.333	19.5471
EPDR1-XP_031807826.1	1035	791.625	27458	696.031
SFRP4-XP_031807837.1	1278	1034.63	26	0.504277
NME8-XP_031807856.1	1956	1712.63	8.98983	0.105334
NME8-XP_031807850.1	1971	1727.63	0.000316231	3.67312e-06
NME8-XP_031807866.1	1575	1331.63	741.336	11.1715
NME8-XP_031807862.1	1590	1346.63	0.00140959	2.10051e-05
BICD2-XP_031807872.1	2457	2213.63	979.653	8.88071
BICD2-XP_031807869.1	2547	2303.63	3147.14	27.4147
BICD2-XP_031807877.1	2430	2186.63	118.206	1.08479
TKT-XP_031807884.1	1872	1628.63	6516	80.2859
DCP1A-XP_031807892.1	1578	1334.63	221	3.32286
CACNA1D-XP_031807917.1	5697	5453.63	1.68863e-08	6.21337e-11
CACNA1D-XP_031807909.1	5646	5402.63	217.22	0.806816
CACNA1D-XP_031807900.1	5697	5453.63	222.299	0.817958
CACNA1D-XP_031807924.1	5646	5402.63	197.481	0.7335
CHDH-XP_031807930.1	1770	1526.63	716	9.41152
IL17RB-[exception=unclassified-translation-discrepancy	1833	1589.63	54	0.681676
ACTR8-XP_031807940.1	1449	1205.63	690	11.4846
SELENOK-[transl_except=(pos:271..273,aa:Sec)	282	69.422	224	64.7486
SELENOK-[transl_except=(pos:271..273,aa:Sec)_1	282	69.422	224	64.7486
CACNA2D3-XP_031807987.1	3276	3032.63	823.921	5.45188
CACNA2D3-XP_031807966.1	2859	2615.63	0	0
CACNA2D3-XP_031807970.1	2841	2597.63	58.0788	0.448663
CACNA2D3-XP_031807979.1	2742	2498.63	0	0
CACNA2D3-XP_031807976.1	2820	2576.63	0	0
LRTM1-XP_031805007.1	1221	977.625	6	0.123157
WNT5A-XP_031808016.1	1149	905.625	62	1.3738
ERC2-[exception=unclassified-translation-discrepancy	2868	2624.63	686	5.24489
LOC116422783-XP_031818120.1	2106	1862.63	37	0.398617
CCDC66-XP_031808093.1	3093	2849.63	734.131	5.1697
CCDC66-XP_031808100.1	3084	2840.63	50.7486	0.3585
CCDC66-XP_031808083.1	2991	2747.63	0	0
CCDC66-XP_031808106.1	2991	2747.63	0	0
CCDC66-XP_031808112.1	2991	2747.63	0	0
CCDC66-XP_031808118.1	2991	2747.63	0	0
CCDC66-XP_031808087.1	2988	2744.63	94.1202	0.688144
CCDC66-XP_031808126.1	2355	2111.63	0	0
TASOR-XP_031808064.1	4668	4424.63	464.455	2.10643
TASOR-XP_031808060.1	4149	3905.63	291.995	1.50025
TASOR-XP_031808052.1	4152	3908.63	0	0
TASOR-XP_031808041.1	4503	4259.63	806.132	3.79765
TASOR-XP_031808034.1	4563	4319.63	3.399e-08	1.57901e-10
TASOR-XP_031808073.1	4563	4319.63	3.399e-08	1.57901e-10
TASOR-XP_031808069.1	4599	4355.63	1583.42	7.29498
ARHGEF3-XP_031808135.1	1665	1421.63	272.143	3.84142
ARHGEF3-XP_031808147.1	1569	1325.63	16.2435	0.245888
ARHGEF3-XP_031808140.1	1569	1325.63	599.577	9.07619
ARHGEF3-XP_031808150.1	1524	1280.63	158.037	2.47637
IL17RD-[exception=unclassified-translation-discrepancy	2175	1931.63	41	0.425932
HESX1-XP_003762700.2	570	329.495	0	0
MYD88-XP_023354141.2	921	677.722	517	15.308
OXSR1-XP_031808204.1	1599	1355.63	950.266	14.0665
OXSR1-XP_031808197.1	1401	1157.63	28.7336	0.498083
LOC100927240-XP_003762697.1	1659	1415.63	3	0.0425258
LOC100926983-XP_023354138.1	1824	1580.63	5	0.0634776
LOC100926983-XP_031808218.1	1788	1544.63	0	0
LOC100926983-XP_031808222.1	1683	1439.63	0	0
XIRP1-XP_031808232.1	6459	6215.63	13.3842	0.0432103
XIRP1-XP_031808238.1	4137	3893.63	1.61579	0.00832743
CSRNP1-XP_031808249.1	1668	1424.63	313.5	4.41587
CSRNP1-XP_031808259.1	1668	1424.63	313.5	4.41587
TTC21A-XP_031808275.1	3942	3698.63	1.44331e-08	7.83065e-11
TTC21A-XP_031808282.1	3942	3698.63	0	0
TTC21A-XP_031808268.1	3945	3701.63	248	1.34443
GORASP1-XP_031808304.1	1245	1001.63	354	7.09214
WDR48-XP_031808289.1	2115	1871.63	1775	19.0309
WDR48-XP_031808296.1	1905	1661.63	0	0
SCN11A-XP_031808311.1	5484	5240.63	0.378151	0.00144798
SCN11A-XP_031808318.1	5466	5222.63	21.6218	0.0830775
SCN10A-XP_031808329.1	6018	5774.63	0.159414	0.000553963
SCN10A-XP_031808336.1	6006	5762.63	1.84059	0.00640937
