Codon	Partition	alpha	beta_plus	p_plus	LRT	pValue	Species
							Myrmecobius_fasciatus
21	1	0.000	14.576	1.000	5.559	0.0283	Myrmecobius_fasciatus
107	1	0.000	9.222	1.000	4.213	0.0567	Myrmecobius_fasciatus
142	1	0.000	13.218	1.000	5.164	0.0347	Myrmecobius_fasciatus
157	1	0.000	8.252	1.000	3.373	0.0878	Myrmecobius_fasciatus
194	1	0.000	14.702	1.000	4.502	0.0488	Myrmecobius_fasciatus
214	1	0.000	8.863	1.000	4.892	0.0399	Myrmecobius_fasciatus
227	1	0.000	8.653	1.000	6.131	0.0211	Myrmecobius_fasciatus
312	1	0.292	13.689	1.000	4.720	0.0436	Myrmecobius_fasciatus
316	1	2.440	31.915	1.000	4.875	0.0402	Myrmecobius_fasciatus
517	1	1.208	58.730	1.000	7.673	0.0096	Myrmecobius_fasciatus
576	1	0.000	10.624	1.000	4.435	0.0505	Myrmecobius_fasciatus
599	1	0.000	16.535	1.000	6.372	0.0186	Myrmecobius_fasciatus
657	1	0.000	13.473	1.000	5.974	0.0228	Myrmecobius_fasciatus
678	1	0.000	14.571	1.000	4.151	0.0585	Myrmecobius_fasciatus
