Codon	Partition	alpha	beta_plus	p_plus	LRT	pValue	Species
							Macrotis_lagotis
27	1	0.000	5.585	1.000	3.844	0.0686	Macrotis_lagotis
29	1	0.000	9.904	1.000	4.965	0.0384	Macrotis_lagotis
52	1	0.000	8.610	1.000	5.135	0.0352	Macrotis_lagotis
158	1	0.000	477.925	1.000	4.356	0.0526	Macrotis_lagotis
251	1	1.219	23.478	1.000	5.102	0.0358	Macrotis_lagotis
310	1	0.710	15.924	1.000	3.773	0.0712	Macrotis_lagotis
493	1	0.000	6.211	1.000	3.848	0.0685	Macrotis_lagotis
515	1	0.788	17.036	1.000	5.270	0.0328	Macrotis_lagotis
662	1	0.000	4.668	1.000	3.491	0.0825	Macrotis_lagotis
668	1	0.000	10.419	1.000	6.622	0.0164	Macrotis_lagotis
670	1	0.000	5.171	1.000	3.511	0.0817	Macrotis_lagotis
689	1	0.000	5.705	1.000	3.786	0.0707	Macrotis_lagotis
