target_id	length	eff_length	est_counts	tpm
DUN_000001-T1	1942	1684.79	0	0
DUN_000002-T1	200	33.7452	0	0
DUN_000003-T1	420	170.665	0	0
DUN_000004-T1	158	25.8488	0	0
DUN_000005-T1	365	120.226	0	0
DUN_000006-T1	435	184.833	3.47709	0.555376
DUN_000007-T1	189	32.0333	5	4.60807
DUN_000008-T1	73	27.66	0	0
DUN_000009-T1	387	140.068	0	0
DUN_000010-T1	234	40.8887	0	0
DUN_000011-T1	79	25.1981	1	1.17161
DUN_000012-T1	828	571.192	25.1802	1.30145
DUN_000013-T1	162	26.811	0	0
DUN_000014-T1	774	517.496	203	11.5808
DUN_000015-T1	636	380.477	0	0
DUN_000016-T1	162	26.811	121268	133532
DUN_000017-T1	276	55.4676	0	0
DUN_000018-T1	79	25.1981	0	0
DUN_000019-T1	197	33.2251	0	0
DUN_000020-T1	73	27.66	0	0
DUN_000021-T1	73	27.66	0	0
DUN_000022-T1	79	25.1981	0	0
DUN_000023-T1	416	166.913	0	0
DUN_000024-T1	2670	2412.79	4289	52.4792
DUN_000025-T1	3249	2991.79	660	6.51274
DUN_000026-T1	543	289.076	2	0.204253
DUN_000027-T1	384	137.338	98	21.0662
DUN_000028-T1	291	63.4941	3	1.39489
DUN_000029-T1	714	457.809	0	0
DUN_000030-T1	85	23.2882	0	0
DUN_000031-T1	1113	855.789	12	0.413967
DUN_000032-T1	72	27.2041	0	0
DUN_000033-T1	79	25.1981	0	0
DUN_000034-T1	231	40.1144	0	0
DUN_000035-T1	73	27.66	0.333331	0.355774
DUN_000036-T1	73	27.66	0.333331	0.355774
DUN_000037-T1	228	39.5187	0	0
DUN_000038-T1	73	27.66	0	0
DUN_000039-T1	73	27.66	0	0
DUN_000040-T1	165	27.4357	0	0
DUN_000041-T1	78	25.6872	0	0
DUN_000042-T1	228	39.5187	0	0
DUN_000043-T1	378	131.888	0	0
DUN_000044-T1	240	42.3601	0	0
DUN_000045-T1	74	28.2961	0	0
DUN_000046-T1	73	27.66	0	0
DUN_000047-T1	1071	813.789	23	0.834386
DUN_000048-T1	73	27.66	0	0
DUN_000049-T1	73	27.66	3.00755	3.21005
DUN_000050-T1	73	27.66	0	0
