target_id	length	eff_length	est_counts	tpm
LOC100919053-XP_023354218.1	2184	1912.71	813.959	10.3102
LOC100919053-XP_031807022.1	2058	1786.71	0	0
LOC116420914-XP_031805011.1	1593	1321.71	40.1447	0.735879
LOC105749646-XP_031805012.1	1578	1306.71	7.41503	0.137483
LOC100918791-XP_031807025.1	2166	1894.71	181.808	2.3248
LOC116421482-XP_031807034.1	1059	787.707	9.03954	0.278032
LOC100922713-XP_031807030.1	1872	1600.71	446.245	6.75422
LOC111718993-XP_031805013.1	951	679.765	61.6883	2.19866
LOC100913756-XP_031807044.1	1467	1195.71	45.5067	0.922072
LOC105749010-XP_031805014.1	2418	2146.71	571.602	6.45112
LOC105749000-XP_031807053.1	1365	1093.71	19.018	0.421288
NUF2-XP_023354161.1	1383	1111.71	33.75	0.735525
NUF2-XP_031807063.1	1383	1111.71	33.75	0.735525
NUF2-XP_031807069.1	1383	1111.71	33.75	0.735525
NUF2-XP_003762728.1	1383	1111.71	33.75	0.735525
LOC111719491-XP_031805015.1	1551	1279.71	39.6874	0.751373
CHP2-XP_031807085.1	588	321.114	265.313	20.0176
BET1-XP_031807107.1	351	106.65	231	52.4766
LOC116421488-XP_031807092.1	1320	1048.71	59	1.36305
LOC100920799-XP_023354436.1	222	37.9406	353.946	226.02
LOC100920799-XP_031807137.1	222	37.9406	353.946	226.02
LOC100920799-XP_012399608.1	222	37.9406	353.946	226.02
LOC100920799-XP_031807117.1	252	43.543	34.1617	19.0079
GNGT1-XP_003763123.1	225	38.8338	5	3.11942
TFPI2-XP_031805017.1	1227	955.707	333	8.44177
CALCR-[transl_except=(pos:1132..1134,aa:Other)	1404	1132.71	0	0
LOC116420915-XP_031805018.1	597	329.825	8	0.587653
VPS50-[exception=unclassified-translation-discrepancy	2697	2425.71	1891	18.8872
HEPACAM2-XP_031805020.1	1176	904.707	12	0.321357
UBP1-XP_031807200.1	1557	1285.71	8.75278e-06	1.64937e-07
UBP1-XP_031807193.1	1578	1306.71	92.0208	1.70617
UBP1-XP_031807183.1	1665	1393.71	31.348	0.544944
