target_id	length	eff_length	est_counts	tpm
LOC100919053-XP_023354218.1	2184	1894.62	833.518	10.0253
LOC100919053-XP_031807022.1	2058	1768.62	0	0
LOC116420914-XP_031805011.1	1593	1303.62	113.861	1.99035
LOC105749646-XP_031805012.1	1578	1288.62	10.4054	0.184009
LOC100918791-XP_031807025.1	2166	1876.62	201.361	2.44514
LOC116421482-XP_031807034.1	1059	769.624	112.445	3.32942
LOC100922713-XP_031807030.1	1872	1582.62	481.004	6.92592
LOC111718993-XP_031805013.1	951	661.75	634.025	21.8333
LOC100913756-XP_031807044.1	1467	1177.62	20.9115	0.404655
LOC105749010-XP_031805014.1	2418	2128.62	88.9362	0.952107
LOC105749000-XP_031807053.1	1365	1075.62	56.6151	1.19944
NUF2-XP_023354161.1	1383	1093.62	549.5	11.45
NUF2-XP_031807063.1	1383	1093.62	549.5	11.45
NUF2-XP_031807069.1	1383	1093.62	549.5	11.45
NUF2-XP_003762728.1	1383	1093.62	549.5	11.45
LOC111719491-XP_031805015.1	1551	1261.62	0	0
CHP2-XP_031807085.1	588	305.149	0	0
BET1-XP_031807107.1	351	103.027	559	123.642
LOC116421488-XP_031807092.1	1320	1030.62	43	0.950768
LOC100920799-XP_023354436.1	222	37.3212	143.123	87.3896
LOC100920799-XP_031807137.1	222	37.3212	143.123	87.3896
LOC100920799-XP_012399608.1	222	37.3212	143.123	87.3896
LOC100920799-XP_031807117.1	252	44.4198	12.6311	6.47996
GNGT1-XP_003763123.1	225	37.6635	10	6.05043
TFPI2-XP_031805017.1	1227	937.624	173	4.20459
CALCR-[transl_except=(pos:1132..1134,aa:Other)	1404	1114.62	9	0.184001
LOC116420915-XP_031805018.1	597	313.665	1	0.0726508
VPS50-[exception=unclassified-translation-discrepancy	2697	2407.62	2133	20.1887
HEPACAM2-XP_031805020.1	1176	886.624	36	0.925272
UBP1-XP_031807200.1	1557	1267.62	43.7081	0.785739
UBP1-XP_031807193.1	1578	1288.62	30.983	0.547902
UBP1-XP_031807183.1	1665	1375.62	11.6677	0.193283
UBP1-XP_031807166.1	1686	1396.62	73.17	1.19388
UBP1-XP_031807177.1	1668	1378.62	123.652	2.04391
UBP1-XP_031807161.1	1686	1396.62	175.855	2.86934
UBP1-XP_031807156.1	1689	1399.62	0.0515686	0.000839615
UBP1-XP_031807188.1	1584	1294.62	0	0
UBP1-XP_031807206.1	1425	1135.62	334.456	6.71137
UBP1-XP_031807214.1	1425	1135.62	334.456	6.71137
CLASP2-XP_031805021.1	5196	4906.62	4698	21.8191
PDCD6IP-XP_031807222.1	2634	2344.62	6738	65.4883
LOC116420917-XP_031805022.1	1497	1207.62	132	2.49086
ARPP21-XP_031807240.1	2508	2218.62	0	0
ARPP21-XP_031807287.1	2508	2218.62	0	0
ARPP21-XP_031807248.1	2505	2215.62	0	0
ARPP21-XP_031807263.1	2412	2122.62	15.0587	0.161666
ARPP21-XP_031807268.1	2409	2119.62	0	0
ARPP21-XP_031807255.1	2448	2158.62	0	0
ARPP21-XP_031807323.1	2445	2155.62	0	0
ARPP21-XP_031807272.1	2406	2116.62	0	0
ARPP21-XP_031807317.1	2403	2113.62	0	0
ARPP21-XP_031807294.1	2307	2017.62	0	0
ARPP21-XP_031807281.1	2346	2056.62	0	0
ARPP21-XP_031807333.1	2343	2053.62	0	0
ARPP21-XP_031807301.1	2247	1957.62	0	0
ARPP21-XP_031807307.1	861	572.096	1.94135	0.0773287
ARPP21-XP_031807314.1	270	51.2629	2	0.889064
STAC-XP_031807346.1	1233	943.624	53	1.27992
STAC-XP_023354287.2	1329	1039.62	0	0
LOC116421873-XP_031811797.1	1311	1021.62	3	0.066917
DCLK3-XP_031812819.1	2373	2083.62	9	0.0984304
TRANK1-[exception=unclassified-translation-discrepancy	9264	8974.62	3893	9.88495
LOC116421506-XP_031807355.1	471	198.885	7	0.802052
IPPK-XP_031814412.1	1521	1231.62	511	9.45473
CENPP-XP_031815278.1	1203	913.624	108	2.69378
ECM2-XP_031807365.1	1704	1414.62	292.143	4.7061
ECM2-XP_031807375.1	1671	1381.62	310.985	5.12927
ECM2-XP_031807379.1	1638	1348.62	517.872	8.7506
ASPN-XP_031807401.1	1128	838.624	135.667	3.68648
ASPN-XP_031807404.1	1128	838.624	135.667	3.68648
ASPN-XP_031807409.1	1128	838.624	135.667	3.68648
OMD-XP_031807395.1	1248	958.624	20	0.475432
OGN-XP_031807418.1	858	569.124	1047.19	41.9298
OGN-XP_031807422.1	858	569.124	1047.19	41.9298
OGN-XP_031807425.1	855	566.131	207.63	8.35755
NOL8-[exception=unclassified-translation-discrepancy	3276	2986.62	1262	9.62909
IARS1-XP_031807429.1	3786	3496.62	1523	9.92561
IARS1-XP_031807435.1	3786	3496.62	1523	9.92561
LOC111719609-XP_031807440.1	420	156.419	26	3.78782
ADCYAP1R1-XP_031807462.1	1461	1171.62	12.2835	0.238913
ADCYAP1R1-XP_031807453.1	1545	1255.62	79.5485	1.44371
ADCYAP1R1-XP_031807474.1	1353	1063.62	39.168	0.839169
ADCYAP1R1-XP_031807469.1	1437	1147.62	0	0
LOC116422491-XP_031817022.1	2364	2074.62	218	2.39455
MINDY4-XP_031807488.1	2313	2023.62	535.741	6.03297
MINDY4-XP_031807481.1	2583	2293.62	26.2384	0.260688
MINDY4-XP_031807493.1	2223	1933.62	0.0206561	0.000243434
LOC100932343-XP_031817646.1	1689	1399.62	23	0.374475
GARS1-XP_031818549.1	1809	1519.62	4828	72.3998
CTDSPL-XP_031819551.1	1572	1282.62	1211	21.5155
VILL-[exception=unclassified-translation-discrepancy	3288	2998.62	2727	20.7238
PLCD1-XP_031807515.1	2250	1960.62	900.325	10.4643
PLCD1-XP_031807506.1	2316	2026.62	68.6751	0.772204
DLEC1-XP_031821137.1	5805	5515.62	413	1.70632
ACAA1-XP_031807518.1	1287	997.624	1903	43.4689
HERPUD2-XP_031807533.1	1224	934.624	1697.72	41.3937
HERPUD2-XP_031807528.1	1248	958.624	95.2848	2.26507
SEPTIN7-XP_031807549.1	1314	1024.62	860.16	19.1303
SEPTIN7-XP_031807545.1	1317	1027.62	4032.39	89.42
SEPTIN7-XP_023354303.2	1260	970.624	3089.45	72.5332
EEPD1-XP_031807569.1	1710	1420.62	800	12.8327
KIAA0895-XP_031824478.1	1788	1498.62	594	9.03233
ANLN-[partial=5'	2415	2125.62	2535	27.1768
AOAH-[exception=unclassified-translation-discrepancy	1536	1246.62	84	1.5355
ELMO1-[exception=annotated-by-transcript-or-proteomic-data	1536	1246.62	602	11.0044
GPR141-XP_031807590.1	873	584.046	5	0.195087
STK17A-[exception=unclassified-translation-discrepancy	1176	886.624	793	20.3817
HECW1-XP_031807612.1	4890	4600.62	52	0.257569
MRPL32-XP_031807628.1	564	282.709	1240	99.9512
PSMA2-XP_031807617.1	705	417.963	1976	107.735
C1H7orf25-XP_031807639.1	1269	979.624	235	5.46657
C1H7orf25-XP_031807645.1	1269	979.624	235	5.46657
C1H7orf25-XP_031807649.1	1269	979.624	235	5.46657
GLI3-XP_003762705.2	4752	4462.62	980	5.00428
INHBA-XP_031807671.1	1287	997.624	336	7.67501
SUGCT-XP_031807690.1	1224	934.624	26.1381	0.637298
SUGCT-XP_031807685.1	1320	1030.62	289.862	6.4091
MPLKIP-XP_031807700.1	468	196.31	756	87.7578
CDK13-XP_031817463.1	4209	3919.62	4679	27.2029
RALA-XP_031807711.1	621	336.493	190.5	12.901
RALA-XP_031807722.1	621	336.493	190.5	12.901
RALA-XP_031807730.1	621	336.493	190.5	12.901
RALA-XP_003762678.1	621	336.493	190.5	12.901
YAE1-XP_023354123.1	684	397.448	194	11.1231
VPS41-XP_031807770.1	2562	2272.62	1730.49	17.3519
VPS41-XP_031807758.1	2679	2389.62	0	0
VPS41-XP_031807767.1	2589	2299.62	22.5129	0.223091
AMPH-XP_031807781.1	2067	1777.62	60.6803	0.777883
AMPH-XP_031807791.1	1956	1666.62	18.3197	0.250488
LOC100935654-[exception=rearrangement-required-for-product	411	149.122	7	1.0697
LOC100935656-[exception=rearrangement-required-for-product	549	268.746	7	0.593556
LOC116422697-[exception=rearrangement-required-for-product	543	263.268	1.58437	0.13714
LOC116422737-[exception=rearrangement-required-for-product	615	330.731	1.41563	0.0975396
LOC116422756-[exception=rearrangement-required-for-product	537	257.777	1	0.088402
LOC100934073-XP_031817883.1	1020	730.624	7	0.218329
STARD3NL-XP_023354416.1	708	420.895	293.667	15.8996
STARD3NL-XP_031807810.1	708	420.895	293.667	15.8996
STARD3NL-XP_031807815.1	708	420.895	293.667	15.8996
EPDR1-XP_031807826.1	1035	745.624	2221	67.8789
SFRP4-XP_031807837.1	1278	988.624	182	4.19514
NME8-XP_031807856.1	1956	1666.62	61.2408	0.837354
NME8-XP_031807850.1	1971	1681.62	0	0
NME8-XP_031807866.1	1575	1285.62	138.753	2.45943
NME8-XP_031807862.1	1590	1300.62	0.000152241	2.6674e-06
BICD2-XP_031807872.1	2457	2167.62	1425.83	14.9896
BICD2-XP_031807869.1	2547	2257.62	2325.45	23.4726
BICD2-XP_031807877.1	2430	2140.62	144.719	1.54061
TKT-XP_031807884.1	1872	1582.62	11669	168.02
DCP1A-XP_031807892.1	1578	1288.62	887	15.6857
CACNA1D-XP_031807917.1	5697	5407.62	243.405	1.02572
CACNA1D-XP_031807909.1	5646	5356.62	899.846	3.8281
CACNA1D-XP_031807900.1	5697	5407.62	31.9508	0.134642
CACNA1D-XP_031807924.1	5646	5356.62	5.79771	0.0246644
CHDH-XP_031807930.1	1770	1480.62	537	8.26487
IL17RB-[exception=unclassified-translation-discrepancy	1833	1543.62	191	2.81967
ACTR8-XP_031807940.1	1449	1159.62	1062	20.8696
SELENOK-[transl_except=(pos:271..273,aa:Sec)	282	57.0452	242.5	96.8721
SELENOK-[transl_except=(pos:271..273,aa:Sec)_1	282	57.0452	242.5	96.8721
CACNA2D3-XP_031807987.1	3276	2986.62	6.54961	0.0499737
CACNA2D3-XP_031807966.1	2859	2569.62	1.72881e-07	1.53314e-09
CACNA2D3-XP_031807970.1	2841	2551.62	0	0
CACNA2D3-XP_031807979.1	2742	2452.62	0	0
CACNA2D3-XP_031807976.1	2820	2530.62	12.4504	0.112114
LRTM1-XP_031805007.1	1221	931.624	0	0
WNT5A-XP_031808016.1	1149	859.624	923	24.4681
ERC2-[exception=unclassified-translation-discrepancy	2868	2578.62	129	1.14001
LOC116422783-XP_031818120.1	2106	1816.62	9	0.112897
CCDC66-XP_031808093.1	3093	2803.62	1149.11	9.34006
CCDC66-XP_031808100.1	3084	2794.62	86.8582	0.708261
CCDC66-XP_031808083.1	2991	2701.62	0	0
CCDC66-XP_031808106.1	2991	2701.62	0	0
CCDC66-XP_031808112.1	2991	2701.62	0	0
CCDC66-XP_031808118.1	2991	2701.62	0	0
CCDC66-XP_031808087.1	2988	2698.62	175.027	1.47798
CCDC66-XP_031808126.1	2355	2065.62	0	0
TASOR-XP_031808064.1	4668	4378.62	491.208	2.55643
TASOR-XP_031808060.1	4149	3859.62	687.438	4.05878
TASOR-XP_031808052.1	4152	3862.62	0	0
TASOR-XP_031808041.1	4503	4213.62	2078.29	11.2398
TASOR-XP_031808034.1	4563	4273.62	0.972653	0.00518642
TASOR-XP_031808073.1	4563	4273.62	0.972653	0.00518642
TASOR-XP_031808069.1	4599	4309.62	2195.12	11.6071
ARHGEF3-XP_031808135.1	1665	1375.62	727.531	12.052
ARHGEF3-XP_031808147.1	1569	1279.62	59.1281	1.05298
ARHGEF3-XP_031808140.1	1569	1279.62	1522.34	27.1104
ARHGEF3-XP_031808150.1	1524	1234.62	0	0
IL17RD-[exception=unclassified-translation-discrepancy	2175	1885.62	329	3.97601
HESX1-XP_003762700.2	570	288.303	13	1.02754
MYD88-XP_023354141.2	921	631.805	696	25.1034
OXSR1-XP_031808204.1	1599	1309.62	1583.96	27.5615
OXSR1-XP_031808197.1	1401	1111.62	6.04197	0.123859
LOC100927240-XP_003762697.1	1659	1369.62	14	0.232934
LOC100926983-XP_023354138.1	1824	1534.62	0	0
LOC100926983-XP_031808218.1	1788	1498.62	0	0
LOC100926983-XP_031808222.1	1683	1393.62	1	0.0163516
XIRP1-XP_031808232.1	6459	6169.62	366.67	1.35433
XIRP1-XP_031808238.1	4137	3847.62	12.3299	0.073025
CSRNP1-XP_031808249.1	1668	1378.62	401.5	6.63661
CSRNP1-XP_031808259.1	1668	1378.62	401.5	6.63661
TTC21A-XP_031808275.1	3942	3652.62	0	0
TTC21A-XP_031808282.1	3942	3652.62	1.51258e-06	9.43668e-09
TTC21A-XP_031808268.1	3945	3655.62	128	0.797911
GORASP1-XP_031808304.1	1245	955.624	419	9.99156
WDR48-XP_031808289.1	2115	1825.62	2625	32.7661
WDR48-XP_031808296.1	1905	1615.62	0	0
SCN11A-XP_031808311.1	5484	5194.62	0.518428	0.00227426
SCN11A-XP_031808318.1	5466	5176.62	31.4816	0.138585
SCN10A-XP_031808329.1	6018	5728.62	0.772236	0.00307189
SCN10A-XP_031808336.1	6006	5716.62	9.22776	0.0367843
LOC100925158-XP_031808347.1	5946	5656.62	57	0.229627
LOC100925158-XP_031808354.1	5943	5653.62	4.238e-08	1.70821e-10
EXOG-XP_031808360.1	1101	811.624	504	14.1508
EPM2AIP1-XP_031818209.1	2265	1975.62	3058	35.2728
MLH1-XP_031808368.1	2223	1933.62	1976	23.2874
LRRFIP2-XP_012399385.1	1203	913.624	1372.21	34.2263
LRRFIP2-XP_023354248.1	1305	1015.62	0.497542	0.0111636
LRRFIP2-XP_023354246.1	1398	1108.62	42.8191	0.880157
LRRFIP2-XP_031808475.1	1275	985.624	246.763	5.70525
LRRFIP2-XP_023354247.1	1377	1087.62	162.058	3.39546
LRRFIP2-XP_023354245.1	1470	1180.62	0.000968198	1.86878e-05
LRRFIP2-XP_031808412.1	2052	1762.62	100.555	1.30002
LRRFIP2-XP_031808459.1	1407	1117.62	13.8068	0.281515
LRRFIP2-XP_031808443.1	1479	1189.62	4.01368	0.0768847
LRRFIP2-XP_031808495.1	1512	1222.62	56.7963	1.0586
LRRFIP2-XP_031808489.1	1899	1609.62	0.795843	0.011267
LRRFIP2-XP_023354249.1	2109	1819.62	1.40135e-05	1.75497e-07
LRRFIP2-XP_031808429.1	1950	1660.62	14.6284	0.20074
LRRFIP2-XP_031808380.1	2115	1825.62	3.59154e-06	4.48308e-08
LRRFIP2-XP_031808437.1	1893	1603.62	0.00722249	0.000102634
LRRFIP2-XP_031808418.1	1986	1696.62	63.0422	0.846744
LRRFIP2-XP_031808392.1	2088	1798.62	0.00403977	5.11827e-05
LRRFIP2-XP_031808424.1	1965	1675.62	3.01401e-08	4.09896e-10
LRRFIP2-XP_031808398.1	2067	1777.62	1.31569e-07	1.68663e-09
LRRFIP2-XP_031808403.1	2058	1768.62	0	0
LRRFIP2-XP_031808375.1	2160	1870.62	0	0
GOLGA4-XP_031808511.1	6447	6157.62	833.543	3.08476
GOLGA4-XP_031808505.1	6453	6163.62	0.0115427	4.26753e-05
GOLGA4-XP_031808518.1	6432	6142.62	57.9023	0.214807
GOLGA4-XP_031808524.1	6354	6064.62	3356.56	12.6124
GOLGA4-XP_031808529.1	6288	5998.62	260.98	0.991428
GOLGA4-XP_031808537.1	6084	5794.62	0	0
ITGA9-XP_031818319.1	3231	2941.62	2885	22.3493
NEUROD6-XP_003762684.1	1014	724.624	0	0
ITPRID1-XP_031808547.1	3252	2962.62	19.0471	0.146507
PPP1R17-XP_031808553.1	468	196.31	0	0
PDE1C-XP_031808575.1	2094	1804.62	21.5943	0.272684
PDE1C-XP_031808613.1	1890	1600.62	0	0
PDE1C-XP_031808569.1	2121	1831.62	153.595	1.91093
PDE1C-XP_031808644.1	1782	1492.62	0	0
PDE1C-XP_031808582.1	1965	1675.62	567.639	7.71972
PDE1C-XP_031808621.1	1692	1402.62	25.4604	0.413647
PDE1C-XP_031808588.1	1923	1633.62	0	0
PDE1C-XP_031808636.1	1662	1372.62	16.6601	0.276588
PDE1C-XP_031808602.1	1893	1603.62	0	0
