Acinonyx_jubatus	one2zero	L
Ailuropoda_melanoleuca	one2zero	L
Bison_bison	one2one	I
Bos_taurus	one2zero	L
Callithrix_jacchus	one2zero	PG
Canis_familiaris	one2zero	L
Capra_sibirica	one2one	I
Cavia_porcellus	one2one	I
Ceratotherium_simum	one2one	I
Chinchilla_lanigera	one2one	I
Chlorocebus_sabaeus	one2one	I
Chrysochloris_asiatica		PG
Condylura_cristata	one2one	I
Cricetulus_griseus	one2one	I
Cynopterus_sphinx	one2one	I
Dasypus_novemcinctus	one2one	I
Delphinapterus_leucas	one2one	I
Desmodus_rotundus	one2one	I
Dicerorhinus_sumatrensis	one2one	I
Dipodomys_ordii	one2one	I
Echinops_telfairi		
Elephantulus_edwardii		
Enhydra_lutris	one2zero	PG
Eptesicus_fuscus	one2one	I
Equus_asinus	one2one	I
Equus_caballus	one2one	I
Erinaceus_europaeus	one2one	I
Eschrichtius_robustus	one2one	I
Felis_catus	one2zero	L
Fukomys_damarensis	one2one	I
Galeopterus_variegatus	one2one	I
Giraffa_camelopardalis	one2one	I
Gorilla_gorilla	one2one	I
Heterocephalus_glaber	one2one	I
Hipposideros_armiger	one2one	I
Homo_sapiens		
Hyaena_hyaena		
Jaculus_jaculus	one2one	I
Leptonychotes_weddellii	one2zero	M
Loxodonta_africana	one2zero	PG
Macaca_mulatta	one2one	I
Marmota_flaviventris	one2many	I
Meriones_unguiculatus	one2one	I
Mesocricetus_auratus	one2one	I
Microcebus_murinus	one2one	UL
Microtus_ochrogaster	one2one	UL
Miniopterus_natalensis	one2one	I
Monodelphis_domestica		
Mus_musculus		
Mustela_putorius	one2zero	PG
Myotis_brandtii	one2one	I
Myotis_davidii	one2one	I
Nasalis_larvatus	one2zero	L
Neophocaena_asiaeorientalis	one2one	I
Neovison_vison	one2zero	PG
Nomascus_leucogenys	one2one	UL
Ochotona_princeps	one2zero	PG
Octodon_degus	one2one	I
Odobenus_rosmarus	one2zero	M
Odocoileus_virginianus	one2one	I
Okapia_johnstoni	one2one	I
Orcinus_orca	one2one	I
Orycteropus_afer		PG
Oryctolagus_cuniculus	one2one	I
Otolemur_garnettii	one2one	I
Ovis_aries	one2many	I
Pan_paniscus	one2zero	PG
Pantholops_hodgsonii	one2one	I
Pan_troglodytes	one2one	I
Physeter_catodon	one2one	I
Pipistrellus_pipistrellus	one2one	UL
Pongo_abelii	one2one	I
Procavia_capensis		
Psammomys_obesus	one2one	I
Pteronotus_parnellii	one2one	I
Pteropus_alecto	one2one	I
Rattus_norvegicus	one2one	I
Rhinolophus_ferrumequinum	one2one	I
Rhinolophus_sinicus	one2one	I
Rhinopithecus_roxellana	one2zero	L
Rousettus_aegyptiacus	one2one	I
Saimiri_boliviensis	one2zero	PG
Sarcophilus_harrisii	one2zero	PG
Sorex_araneus	one2one	I
Spalax_galili	one2one	I
Spermophilus_tridecemlineatus	one2one	I
Sus_scrofa	one2one	I
Trachops_cirrhosus	one2one	I
Trichechus_manatus		
Tursiops_aduncus	one2one	I
Ursus_americanus	one2zero	L
Ursus_arctos	one2zero	L
Ursus_maritimus	one2zero	L
