Acinonyx_jubatus	one2one	I
Addax_nasomaculatus		PG
Anas_acuta		PG
Anser_anser		PG
Aquila_chrysaetos	one2zero	PG
Ara_ararauna		PG
Babyrousa_celebensis		PG
Bos_taurus		PG
Bubo_scandiacus		PG
Bucephala_clangula		PG
Budorcas_taxicolor		PG
Callithrix_jacchus	one2one	I
Caloenas_nicobarica	one2zero	PG
Canis_lupus	one2one	I
Capra_hircus		PG
Cercopithecus_mitis	one2one	I
Chamaeleo_calyptratus	one2zero	PG
Choloepus_didactylus	one2one	I
Chrysocyon_brachyurus	one2one	I
Colius_striatus	one2zero	PG
Colobus_guereza	one2one	I
Columba_livia	one2zero	PG
Dasypus_novemcinctus	one2one	I
Elephas_maximus	one2one	I
Equus_asinus	one2one	UL
Equus_caballus	one2one	I
Eudromia_elegans		PG
Furcifer_pardalis	one2zero	PG
Gallus_gallus		PG
Giraffa_camelopardalis		PG
Lamprotornis_superbus		PG
Lemur_catta		PG
Loxodonta_africana	one2one	I
Lycaon_pictus	one2one	I
Meleagris_gallopavo	one2zero	PG
Melopsittacus_undulatus		PG
Mustela_nigripes	one2one	I
Neofelis_nebulosa	one2one	I
Nettapus_auritus		PG
Netta_rufina		PG
Notamacropus_eugenii		
Numida_meleagris	one2zero	PG
Nycticebus_coucang		PG
Oryctolagus_cuniculus	one2one	I
Ovis_aries	one2one	UL
Ovis_canadensis	one2one	I
Oxyura_jamaicensis		PG
Panthera_leo	one2one	I
Panthera_onca	one2one	I
Panthera_tigris	one2one	I
Panthera_uncia	one2one	I
Pan_troglodytes	one2one	I
Pavo_cristatus	one2zero	PG
Phacochoerus_africanus		PG
Phoenicopterus_ruber	one2zero	PG
Podargus_strigoides	one2zero	PG
Pongo_pygmaeus	one2one	I
Prionailurus_viverrinus	one2one	I
Procyon_lotor	one2one	I
Rangifer_tarandus		PG
Rattus_norvegicus	one2one	I
Saguinus_oedipus	one2one	I
Sarcophilus_harrisii		
Somateria_mollissima		PG
Spheniscus_humboldti	one2zero	PG
Suricata_suricatta	one2one	I
Sus_scrofa		PG
Tachyglossus_aculeatus		
Tamandua_tetradactyla	one2one	I
Tapirus_indicus	one2one	I
Theropithecus_gelada	one2one	I
Tiliqua_scincoides	one2zero	PG
Varecia_variegata		PG
Vulpes_vulpes	one2one	I
Zalophus_californianus	one2one	I
