XM_031961232.1	30-33	FS_INS	+1	yes
XM_031961232.1	210-213	COMPENSATION	FS_2	3	yes
XM_031961232.1	210-213	FS_DEL	-1	yes
XM_031961232.1	246-249	FS_INS	+1	yes
XM_031961232.1	267-270	FS_DEL	-2	yes
XM_031961232.1	298-298	G	T	yes
XM_031961232.1	315-318	COMPENSATION	FS_5	6	yes
XM_031961232.1	315-318	FS_DEL	-1	yes
XM_031961232.1	342-345	FS_INS	+1	yes
XM_031961232.1	456-459	FS_INS	+1	yes
XM_031961232.1	555-558	FS_INS	+1	yes
XM_031961232.1	834-837	FS_INS	+1	yes
XM_031961232.1	978-981	FS_DEL	-1	yes
XM_031961232.1	1011-1014	COMPENSATION	FS_11	12	yes
XM_031961232.1	1011-1014	FS_DEL	-1	yes
XM_031961232.1	1122-1125	FS_DEL	-2	No
XM_031961232.1	1158-1161	FS_DEL	-2	yes
