target_id	length	eff_length	est_counts	tpm
LOC100919053-XP_023354218.1	2184	1926.22	1080.7	13.944
LOC100919053-XP_031807022.1	2058	1800.22	0	0
LOC116420914-XP_031805011.1	1593	1335.22	104.802	1.95076
LOC105749646-XP_031805012.1	1578	1320.22	7.0585	0.132878
LOC100918791-XP_031807025.1	2166	1908.22	22.7614	0.296455
LOC116421482-XP_031807034.1	1059	801.219	1.00784	0.0312628
LOC100922713-XP_031807030.1	1872	1614.22	153.807	2.3681
LOC111718993-XP_031805013.1	951	693.265	9	0.322649
LOC100913756-XP_031807044.1	1467	1209.22	11.0773	0.227675
LOC105749010-XP_031805014.1	2418	2160.22	8.73219	0.100465
LOC105749000-XP_031807053.1	1365	1107.22	5	0.112234
NUF2-XP_023354161.1	1383	1125.22	42.75	0.944249
NUF2-XP_031807063.1	1383	1125.22	42.75	0.944249
NUF2-XP_031807069.1	1383	1125.22	42.75	0.944249
NUF2-XP_003762728.1	1383	1125.22	42.75	0.944249
LOC111719491-XP_031805015.1	1551	1293.22	0	0
CHP2-XP_031807085.1	588	333.929	0	0
BET1-XP_031807107.1	351	120.594	252	51.9352
LOC116421488-XP_031807092.1	1320	1062.22	13	0.30417
LOC100920799-XP_023354436.1	222	40.2658	66.7374	41.1927
LOC100920799-XP_031807137.1	222	40.2658	66.7374	41.1927
LOC100920799-XP_012399608.1	222	40.2658	66.7374	41.1927
LOC100920799-XP_031807117.1	252	57.8009	2.78775	1.19869
GNGT1-XP_003763123.1	225	41.7742	0	0
TFPI2-XP_031805017.1	1227	969.219	133	3.41049
CALCR-[transl_except=(pos:1132..1134,aa:Other)	1404	1146.22	78	1.69128
LOC116420915-XP_031805018.1	597	342.583	9	0.652927
VPS50-[exception=unclassified-translation-discrepancy	2697	2439.22	2683	27.3374
HEPACAM2-XP_031805020.1	1176	918.219	18	0.487207
UBP1-XP_031807200.1	1557	1299.22	0	0
UBP1-XP_031807193.1	1578	1320.22	292.844	5.51287
UBP1-XP_031807183.1	1665	1407.22	175.091	3.09235
UBP1-XP_031807166.1	1686	1428.22	664.727	11.5674
