target_id	length	eff_length	est_counts	tpm
LOC100919053-XP_023354218.1	2184	1923.25	666.944	12.094
LOC100919053-XP_031807022.1	2058	1797.25	0	0
LOC116420914-XP_031805011.1	1593	1332.25	28.614	0.749048
LOC105749646-XP_031805012.1	1578	1317.25	8.25768	0.218628
LOC100918791-XP_031807025.1	2166	1905.25	108.786	1.9913
LOC116421482-XP_031807034.1	1059	798.254	4.01211	0.175287
LOC100922713-XP_031807030.1	1872	1611.25	157.066	3.39967
LOC111718993-XP_031805013.1	951	690.268	5	0.252621
LOC100913756-XP_031807044.1	1467	1206.25	14.3627	0.415257
LOC105749010-XP_031805014.1	2418	2157.25	77.7437	1.25685
LOC105749000-XP_031807053.1	1365	1104.25	19.6891	0.621836
NUF2-XP_023354161.1	1383	1122.25	30.75	0.955591
NUF2-XP_031807063.1	1383	1122.25	30.75	0.955591
NUF2-XP_031807069.1	1383	1122.25	30.75	0.955591
NUF2-XP_003762728.1	1383	1122.25	30.75	0.955591
LOC111719491-XP_031805015.1	1551	1290.25	128.307	3.4681
CHP2-XP_031807085.1	588	331.271	709.693	74.7145
BET1-XP_031807107.1	351	117.944	195	57.66
LOC116421488-XP_031807092.1	1320	1059.25	45	1.4816
LOC100920799-XP_023354436.1	222	44.6816	238.983	186.533
LOC100920799-XP_031807137.1	222	44.6816	238.983	186.533
LOC100920799-XP_012399608.1	222	44.6816	238.983	186.533
LOC100920799-XP_031807117.1	252	54.9342	32.0524	20.3487
GNGT1-XP_003763123.1	225	45.6173	1	0.764518
TFPI2-XP_031805017.1	1227	966.254	76	2.74309
CALCR-[transl_except=(pos:1132..1134,aa:Other)	1404	1143.25	3	0.0915159
LOC116420915-XP_031805018.1	597	339.978	6	0.615486
VPS50-[exception=unclassified-translation-discrepancy	2697	2436.25	1365	19.5402
HEPACAM2-XP_031805020.1	1176	915.254	9	0.342941
UBP1-XP_031807200.1	1557	1296.25	100.668	2.70845
UBP1-XP_031807193.1	1578	1317.25	33.5852	0.889195
