target_id	length	eff_length	est_counts	tpm
LOC100919053-XP_023354218.1	2184	1917.94	77.3867	0.683949
LOC100919053-XP_031807022.1	2058	1791.94	0	0
LOC116420914-XP_031805011.1	1593	1326.94	25.2759	0.322885
LOC105749646-XP_031805012.1	1578	1311.94	2.02431	0.0261551
LOC100918791-XP_031807025.1	2166	1899.94	20.2395	0.180573
LOC116421482-XP_031807034.1	1059	792.936	3.02706	0.0647105
LOC100922713-XP_031807030.1	1872	1605.94	58.4569	0.61702
LOC111718993-XP_031805013.1	951	684.936	0	0
LOC100913756-XP_031807044.1	1467	1200.94	1.02304	0.0144399
LOC105749010-XP_031805014.1	2418	2151.94	2.00137	0.0157648
LOC105749000-XP_031807053.1	1365	1098.94	14.791	0.228148
NUF2-XP_023354161.1	1383	1116.94	577	8.75668
NUF2-XP_031807063.1	1383	1116.94	577	8.75668
NUF2-XP_031807069.1	1383	1116.94	577	8.75668
NUF2-XP_003762728.1	1383	1116.94	577	8.75668
LOC111719491-XP_031805015.1	1551	1284.94	386.4	5.09739
CHP2-XP_031807085.1	588	324.616	426.6	22.2763
BET1-XP_031807107.1	351	110.912	181	27.6625
LOC116421488-XP_031807092.1	1320	1053.94	15	0.241251
LOC100920799-XP_023354436.1	222	39.2216	66.4111	28.7017
LOC100920799-XP_031807137.1	222	39.2216	66.4111	28.7017
LOC100920799-XP_012399608.1	222	39.2216	66.4111	28.7017
LOC100920799-XP_031807117.1	252	48.8647	12.7666	4.42867
GNGT1-XP_003763123.1	225	40.1805	27	11.3904
TFPI2-XP_031805017.1	1227	960.936	33	0.582118
CALCR-[transl_except=(pos:1132..1134,aa:Other)	1404	1137.94	0	0
LOC116420915-XP_031805018.1	597	333.427	1	0.0508383
VPS50-[exception=unclassified-translation-discrepancy	2697	2430.94	1345	9.37865
HEPACAM2-XP_031805020.1	1176	909.936	2	0.0372573
UBP1-XP_031807200.1	1557	1290.94	0	0
UBP1-XP_031807193.1	1578	1311.94	19.5498	0.252593
UBP1-XP_031807183.1	1665	1398.94	0	0
UBP1-XP_031807166.1	1686	1419.94	0	0
UBP1-XP_031807177.1	1668	1401.94	11.4339	0.138247
UBP1-XP_031807161.1	1686	1419.94	11.469	0.136914
UBP1-XP_031807156.1	1689	1422.94	54.1083	0.64457
UBP1-XP_031807188.1	1584	1317.94	0	0
UBP1-XP_031807206.1	1425	1158.94	78.2195	1.14406
UBP1-XP_031807214.1	1425	1158.94	78.2195	1.14406
CLASP2-XP_031805021.1	5196	4929.94	1340	4.60739
PDCD6IP-XP_031807222.1	2634	2367.94	2346	16.7938
LOC116420917-XP_031805022.1	1497	1230.94	123	1.6938
ARPP21-XP_031807240.1	2508	2241.94	0	0
ARPP21-XP_031807287.1	2508	2241.94	0	0
ARPP21-XP_031807248.1	2505	2238.94	0	0
ARPP21-XP_031807263.1	2412	2145.94	0	0
ARPP21-XP_031807268.1	2409	2142.94	0	0
ARPP21-XP_031807255.1	2448	2181.94	0	0
ARPP21-XP_031807323.1	2445	2178.94	0	0
ARPP21-XP_031807272.1	2406	2139.94	0	0
ARPP21-XP_031807317.1	2403	2136.94	0	0
ARPP21-XP_031807294.1	2307	2040.94	0	0
ARPP21-XP_031807281.1	2346	2079.94	0	0
ARPP21-XP_031807333.1	2343	2076.94	0	0
ARPP21-XP_031807301.1	2247	1980.94	4.28797	0.0366922
ARPP21-XP_031807307.1	861	595.012	0.914725	0.0260589
ARPP21-XP_031807314.1	270	54.7547	1.7973	0.556405
