target_id	length	eff_length	est_counts	tpm
LOC100919053-XP_023354218.1	2184	1911.02	667.632	7.68753
LOC100919053-XP_031807022.1	2058	1785.02	0.000384188	4.73604e-06
LOC116420914-XP_031805011.1	1593	1320.02	53.4111	0.890361
LOC105749646-XP_031805012.1	1578	1305.02	1.01197	0.0170634
LOC100918791-XP_031807025.1	2166	1893.02	27.5336	0.320054
LOC116421482-XP_031807034.1	1059	786.019	3.02843	0.0847811
LOC100922713-XP_031807030.1	1872	1599.02	118.165	1.62611
LOC111718993-XP_031805013.1	951	678.061	6.04981	0.19633
LOC100913756-XP_031807044.1	1467	1194.02	7.11631	0.131147
LOC105749010-XP_031805014.1	2418	2145.02	9.16028	0.0939707
LOC105749000-XP_031807053.1	1365	1092.02	15.6442	0.315238
NUF2-XP_023354161.1	1383	1110.02	75	1.48678
NUF2-XP_031807063.1	1383	1110.02	75	1.48678
NUF2-XP_031807069.1	1383	1110.02	75	1.48678
NUF2-XP_003762728.1	1383	1110.02	75	1.48678
LOC111719491-XP_031805015.1	1551	1278.02	282.645	4.86653
CHP2-XP_031807085.1	588	319.016	1129.35	77.8992
BET1-XP_031807107.1	351	109.564	280	56.2346
LOC116421488-XP_031807092.1	1320	1047.02	17	0.35728
LOC100920799-XP_023354436.1	222	37.6575	81.8857	47.8488
LOC100920799-XP_031807137.1	222	37.6575	81.8857	47.8488
LOC100920799-XP_012399608.1	222	37.6575	81.8857	47.8488
LOC100920799-XP_031807117.1	252	45.9229	6.34295	3.03932
GNGT1-XP_003763123.1	225	37.8886	6	3.48463
TFPI2-XP_031805017.1	1227	954.019	25	0.576631
CALCR-[transl_except=(pos:1132..1134,aa:Other)	1404	1131.02	15	0.291834
LOC116420915-XP_031805018.1	597	327.68	3	0.201459
VPS50-[exception=unclassified-translation-discrepancy	2697	2424.02	3103	28.1683
HEPACAM2-XP_031805020.1	1176	903.019	15	0.365518
UBP1-XP_031807200.1	1557	1284.02	0	0
UBP1-XP_031807193.1	1578	1305.02	24.6622	0.415843
