target_id	length	eff_length	est_counts	tpm
LOC100919053-XP_023354218.1	2184	1923.21	897.495	12.1165
LOC100919053-XP_031807022.1	2058	1797.21	0	0
LOC116420914-XP_031805011.1	1593	1332.21	19.0397	0.371071
LOC105749646-XP_031805012.1	1578	1317.21	4.04122	0.0796577
LOC100918791-XP_031807025.1	2166	1905.21	76.042	1.03629
LOC116421482-XP_031807034.1	1059	798.211	44	1.43122
LOC100922713-XP_031807030.1	1872	1611.21	499.919	8.05598
LOC111718993-XP_031805013.1	951	690.223	8	0.300934
LOC100913756-XP_031807044.1	1467	1206.21	2.00947	0.0432543
LOC105749010-XP_031805014.1	2418	2157.21	28.1416	0.338709
LOC105749000-XP_031807053.1	1365	1104.21	7.29167	0.171453
NUF2-XP_023354161.1	1383	1122.21	4.25	0.0983298
NUF2-XP_031807063.1	1383	1122.21	4.25	0.0983298
NUF2-XP_031807069.1	1383	1122.21	4.25	0.0983298
NUF2-XP_003762728.1	1383	1122.21	4.25	0.0983298
LOC111719491-XP_031805015.1	1551	1290.21	12.2623	0.246763
CHP2-XP_031807085.1	588	329.304	20.7377	1.63507
BET1-XP_031807107.1	351	108.652	90	21.5068
LOC116421488-XP_031807092.1	1320	1059.21	58	1.42173
LOC100920799-XP_023354436.1	222	38.3786	223.15	150.966
LOC100920799-XP_031807137.1	222	38.3786	223.15	150.966
LOC100920799-XP_012399608.1	222	38.3786	223.15	150.966
LOC100920799-XP_031807117.1	252	45.6876	15.5503	8.83713
GNGT1-XP_003763123.1	225	39.4357	2	1.31677
TFPI2-XP_031805017.1	1227	966.211	32	0.859902
CALCR-[transl_except=(pos:1132..1134,aa:Other)	1404	1143.21	0	0
LOC116420915-XP_031805018.1	597	338.113	0	0
VPS50-[exception=unclassified-translation-discrepancy	2697	2436.21	1033	11.0092
HEPACAM2-XP_031805020.1	1176	915.211	27	0.765973
UBP1-XP_031807200.1	1557	1296.21	30.8695	0.618335
UBP1-XP_031807193.1	1578	1317.21	0	0
UBP1-XP_031807183.1	1665	1404.21	0	0
UBP1-XP_031807166.1	1686	1425.21	0	0
UBP1-XP_031807177.1	1668	1407.21	10.0021	0.184545
UBP1-XP_031807161.1	1686	1425.21	35.9592	0.655091
