target_id	length	eff_length	est_counts	tpm
LOC100919053-XP_023354218.1	2184	1939.12	554.656	9.38719
LOC100919053-XP_031807022.1	2058	1813.12	0	0
LOC116420914-XP_031805011.1	1593	1348.12	57.2091	1.39268
LOC105749646-XP_031805012.1	1578	1333.12	5.00438	0.123196
LOC100918791-XP_031807025.1	2166	1921.12	26.938	0.460179
LOC116421482-XP_031807034.1	1059	814.121	5	0.201557
LOC100922713-XP_031807030.1	1872	1627.12	200.539	4.04479
LOC111718993-XP_031805013.1	951	706.146	3.01471	0.140109
LOC100913756-XP_031807044.1	1467	1222.12	5.09717	0.136877
LOC105749010-XP_031805014.1	2418	2173.12	11.2233	0.169493
LOC105749000-XP_031807053.1	1365	1120.12	10.1382	0.297039
NUF2-XP_023354161.1	1383	1138.12	21.25	0.612755
NUF2-XP_031807063.1	1383	1138.12	21.25	0.612755
NUF2-XP_031807069.1	1383	1138.12	21.25	0.612755
NUF2-XP_003762728.1	1383	1138.12	21.25	0.612755
LOC111719491-XP_031805015.1	1551	1306.12	0	0
CHP2-XP_031807085.1	588	344.886	1	0.095157
BET1-XP_031807107.1	351	121.014	141	38.2386
LOC116421488-XP_031807092.1	1320	1075.12	43	1.31259
LOC100920799-XP_023354436.1	222	39.3297	80.7212	67.3572
LOC100920799-XP_031807137.1	222	39.3297	80.7212	67.3572
LOC100920799-XP_012399608.1	222	39.3297	80.7212	67.3572
LOC100920799-XP_031807117.1	252	50.9302	18.8363	12.1377
GNGT1-XP_003763123.1	225	38.5669	3	2.55284
TFPI2-XP_031805017.1	1227	982.121	6	0.200495
CALCR-[transl_except=(pos:1132..1134,aa:Other)	1404	1159.12	405	11.4668
LOC116420915-XP_031805018.1	597	353.761	16	1.48432
VPS50-[exception=unclassified-translation-discrepancy	2697	2452.12	1697	22.7121
HEPACAM2-XP_031805020.1	1176	931.121	19	0.669675
UBP1-XP_031807200.1	1557	1312.12	0	0
UBP1-XP_031807193.1	1578	1333.12	77.9731	1.91952
UBP1-XP_031807183.1	1665	1420.12	2.44553	0.056515
UBP1-XP_031807166.1	1686	1441.12	473.509	10.7831
UBP1-XP_031807177.1	1668	1423.12	1496.22	34.504
UBP1-XP_031807161.1	1686	1441.12	779.73	17.7566
UBP1-XP_031807156.1	1689	1444.12	0	0
UBP1-XP_031807188.1	1584	1339.12	10.0881	0.247232
UBP1-XP_031807206.1	1425	1180.12	2545.02	70.7752
UBP1-XP_031807214.1	1425	1180.12	2545.02	70.7752
