target_id	length	eff_length	est_counts	tpm
LOC100919053-XP_023354218.1	2184	1916.42	53.6888	0.369119
LOC100919053-XP_031807022.1	2058	1790.42	0	0
LOC116420914-XP_031805011.1	1593	1325.42	10.043	0.0998355
LOC105749646-XP_031805012.1	1578	1310.42	0	0
LOC100918791-XP_031807025.1	2166	1898.42	4	0.0277614
LOC116421482-XP_031807034.1	1059	791.421	5	0.0832408
LOC100922713-XP_031807030.1	1872	1604.42	36.0698	0.296209
LOC111718993-XP_031805013.1	951	683.491	1.53053	0.0295041
LOC100913756-XP_031807044.1	1467	1199.42	0	0
LOC105749010-XP_031805014.1	2418	2150.42	1.47707	0.00905004
LOC105749000-XP_031807053.1	1365	1097.42	2	0.0240121
NUF2-XP_023354161.1	1383	1115.42	3	0.0354369
NUF2-XP_031807063.1	1383	1115.42	3	0.0354369
NUF2-XP_031807069.1	1383	1115.42	3	0.0354369
NUF2-XP_003762728.1	1383	1115.42	3	0.0354369
LOC111719491-XP_031805015.1	1551	1283.42	4	0.0410643
CHP2-XP_031807085.1	588	324.396	0	0
BET1-XP_031807107.1	351	115.65	369	42.0393
LOC116421488-XP_031807092.1	1320	1052.42	0	0
LOC100920799-XP_023354436.1	222	40.0646	10.6667	3.50785
LOC100920799-XP_031807137.1	222	40.0646	10.6667	3.50785
LOC100920799-XP_012399608.1	222	40.0646	10.6667	3.50785
LOC100920799-XP_031807117.1	252	49.7139	0	0
GNGT1-XP_003763123.1	225	40.9014	0	0
TFPI2-XP_031805017.1	1227	959.421	0	0
CALCR-[transl_except=(pos:1132..1134,aa:Other)	1404	1136.42	1	0.011594
LOC116420915-XP_031805018.1	597	333.05	1	0.0395608
VPS50-[exception=unclassified-translation-discrepancy	2697	2429.42	405	2.19647
HEPACAM2-XP_031805020.1	1176	908.421	26	0.377103
UBP1-XP_031807200.1	1557	1289.42	0	0
UBP1-XP_031807193.1	1578	1310.42	0	0
UBP1-XP_031807183.1	1665	1397.42	7.91918e-08	7.46666e-10
UBP1-XP_031807166.1	1686	1418.42	0	0
UBP1-XP_031807177.1	1668	1400.42	28.7213	0.270221
UBP1-XP_031807161.1	1686	1418.42	9.45676	0.0878438
UBP1-XP_031807156.1	1689	1421.42	0	0
UBP1-XP_031807188.1	1584	1316.42	0	0
UBP1-XP_031807206.1	1425	1157.42	22.911	0.260811
UBP1-XP_031807214.1	1425	1157.42	22.911	0.260811
CLASP2-XP_031805021.1	5196	4928.42	636	1.70029
PDCD6IP-XP_031807222.1	2634	2366.42	1211	6.74258
LOC116420917-XP_031805022.1	1497	1229.42	41	0.439397
ARPP21-XP_031807240.1	2508	2240.42	0	0
ARPP21-XP_031807287.1	2508	2240.42	0	0
ARPP21-XP_031807248.1	2505	2237.42	0	0
