Codon	Partition	alpha	beta_plus	p_plus	LRT	pValue	Species
							Vombatus_ursinus
41	1	0.000	8.453	1.000	4.127	0.0592	Vombatus_ursinus
87	1	0.000	9.505	1.000	4.259	0.0553	Vombatus_ursinus
123	1	0.000	9.398	1.000	4.481	0.0493	Vombatus_ursinus
145	1	0.000	9.395	1.000	4.252	0.0555	Vombatus_ursinus
340	1	0.000	12.850	1.000	5.337	0.0317	Vombatus_ursinus
512	1	0.000	84.435	1.000	13.683	0.0005	Vombatus_ursinus
547	1	0.000	11.515	1.000	4.930	0.0391	Vombatus_ursinus
659	1	0.000	12.272	1.000	4.360	0.0525	Vombatus_ursinus
686	1	0.000	9.836	1.000	3.901	0.0666	Vombatus_ursinus
704	1	0.000	8.637	1.000	4.509	0.0486	Vombatus_ursinus
798	1	0.990	34.582	1.000	3.706	0.0738	Vombatus_ursinus
