Codon	Partition	alpha	beta_plus	p_plus	LRT	pValue	Species
							Macrotis_lagotis
3	1	0.000	10.092	1.000	7.248	0.0119	Macrotis_lagotis
20	1	0.000	5.094	1.000	3.965	0.0644	Macrotis_lagotis
110	1	0.000	4.006	1.000	3.357	0.0885	Macrotis_lagotis
151	1	1.141	14.564	1.000	3.399	0.0866	Macrotis_lagotis
159	1	0.000	6.091	1.000	3.660	0.0755	Macrotis_lagotis
236	1	0.000	3.663	1.000	3.135	0.0995	Macrotis_lagotis
384	1	1.474	35.802	1.000	5.697	0.0263	Macrotis_lagotis
432	1	0.000	595.082	1.000	6.921	0.0141	Macrotis_lagotis
512	1	0.000	4.425	1.000	3.518	0.0814	Macrotis_lagotis
532	1	0.000	4.783	1.000	3.571	0.0792	Macrotis_lagotis
552	1	0.000	15.490	1.000	7.049	0.0132	Macrotis_lagotis
592	1	0.000	3.854	1.000	3.659	0.0756	Macrotis_lagotis
643	1	0.000	4.166	1.000	3.413	0.0859	Macrotis_lagotis
650	1	0.000	3.787	1.000	3.289	0.0917	Macrotis_lagotis
673	1	0.000	5.759	1.000	3.708	0.0737	Macrotis_lagotis
693	1	0.000	10.017	1.000	4.363	0.0524	Macrotis_lagotis
727	1	0.000	16.123	1.000	7.423	0.0109	Macrotis_lagotis
739	1	0.000	5.207	1.000	3.722	0.0731	Macrotis_lagotis
839	1	0.000	358.169	1.000	10.369	0.0024	Macrotis_lagotis
860	1	0.000	13.299	1.000	4.606	0.0462	Macrotis_lagotis
