test	back	pval	kval
Antechinus_flavipes	`Macrotis_lagotis,Thylacinus_cynocephalus,Myrmecobius_fasciatus,Sminthopsis_crassicaudata,Sarcophilus_harrisii,Dasyurus_viverrinus,Node12,Node10,Node8,Node6,Node4,Node2,Phalanger_gymnotis,Trichosurus_vulpecula,Node18,Potorous_gilbertii,Notamacropus_eugenii,Macropus_fuliginosus,Macropus_giganteus,Node26,Node24,Lagorchestes_hirsutus,Node23,Node21,Node17,Pseudochirops_cupreus,Pseudochirops_corinnae,Node31,Pseudocheirus_occidentalis,Node30,Node16,Vombatus_ursinus,Node15,Node1,Dromiciops_gliroides,Monodelphis_domestica,Gracilinanus_agilis,Node37`	0.6593	0.74
Dasyurus_viverrinus	`Macrotis_lagotis,Thylacinus_cynocephalus,Myrmecobius_fasciatus,Sminthopsis_crassicaudata,Antechinus_flavipes,Sarcophilus_harrisii,Node12,Node10,Node8,Node6,Node4,Node2,Phalanger_gymnotis,Trichosurus_vulpecula,Node18,Potorous_gilbertii,Notamacropus_eugenii,Macropus_fuliginosus,Macropus_giganteus,Node26,Node24,Lagorchestes_hirsutus,Node23,Node21,Node17,Pseudochirops_cupreus,Pseudochirops_corinnae,Node31,Pseudocheirus_occidentalis,Node30,Node16,Vombatus_ursinus,Node15,Node1,Dromiciops_gliroides,Monodelphis_domestica,Gracilinanus_agilis,Node37`	1.0000	1.05
Dromiciops_gliroides	`Macrotis_lagotis,Thylacinus_cynocephalus,Myrmecobius_fasciatus,Sminthopsis_crassicaudata,Antechinus_flavipes,Sarcophilus_harrisii,Dasyurus_viverrinus,Node12,Node10,Node8,Node6,Node4,Node2,Phalanger_gymnotis,Trichosurus_vulpecula,Node18,Potorous_gilbertii,Notamacropus_eugenii,Macropus_fuliginosus,Macropus_giganteus,Node26,Node24,Lagorchestes_hirsutus,Node23,Node21,Node17,Pseudochirops_cupreus,Pseudochirops_corinnae,Node31,Pseudocheirus_occidentalis,Node30,Node16,Vombatus_ursinus,Node15,Node1,Monodelphis_domestica,Gracilinanus_agilis,Node37`	0.4418	1.19
Gracilinanus_agilis	`Macrotis_lagotis,Thylacinus_cynocephalus,Myrmecobius_fasciatus,Sminthopsis_crassicaudata,Antechinus_flavipes,Sarcophilus_harrisii,Dasyurus_viverrinus,Node12,Node10,Node8,Node6,Node4,Node2,Phalanger_gymnotis,Trichosurus_vulpecula,Node18,Potorous_gilbertii,Notamacropus_eugenii,Macropus_fuliginosus,Macropus_giganteus,Node26,Node24,Lagorchestes_hirsutus,Node23,Node21,Node17,Pseudochirops_cupreus,Pseudochirops_corinnae,Node31,Pseudocheirus_occidentalis,Node30,Node16,Vombatus_ursinus,Node15,Node1,Dromiciops_gliroides,Monodelphis_domestica,Node37`	0.6813	0.62
Lagorchestes_hirsutus	`Macrotis_lagotis,Thylacinus_cynocephalus,Myrmecobius_fasciatus,Sminthopsis_crassicaudata,Antechinus_flavipes,Sarcophilus_harrisii,Dasyurus_viverrinus,Node12,Node10,Node8,Node6,Node4,Node2,Phalanger_gymnotis,Trichosurus_vulpecula,Node18,Potorous_gilbertii,Notamacropus_eugenii,Macropus_fuliginosus,Macropus_giganteus,Node26,Node24,Node23,Node21,Node17,Pseudochirops_cupreus,Pseudochirops_corinnae,Node31,Pseudocheirus_occidentalis,Node30,Node16,Vombatus_ursinus,Node15,Node1,Dromiciops_gliroides,Monodelphis_domestica,Gracilinanus_agilis,Node37`	0.9008	1.09
Macropus_fuliginosus	`Macrotis_lagotis,Thylacinus_cynocephalus,Myrmecobius_fasciatus,Sminthopsis_crassicaudata,Antechinus_flavipes,Sarcophilus_harrisii,Dasyurus_viverrinus,Node12,Node10,Node8,Node6,Node4,Node2,Phalanger_gymnotis,Trichosurus_vulpecula,Node18,Potorous_gilbertii,Notamacropus_eugenii,Macropus_giganteus,Node26,Node24,Lagorchestes_hirsutus,Node23,Node21,Node17,Pseudochirops_cupreus,Pseudochirops_corinnae,Node31,Pseudocheirus_occidentalis,Node30,Node16,Vombatus_ursinus,Node15,Node1,Dromiciops_gliroides,Monodelphis_domestica,Gracilinanus_agilis,Node37`	1.0000	0.86
Macropus_giganteus	`Macrotis_lagotis,Thylacinus_cynocephalus,Myrmecobius_fasciatus,Sminthopsis_crassicaudata,Antechinus_flavipes,Sarcophilus_harrisii,Dasyurus_viverrinus,Node12,Node10,Node8,Node6,Node4,Node2,Phalanger_gymnotis,Trichosurus_vulpecula,Node18,Potorous_gilbertii,Notamacropus_eugenii,Macropus_fuliginosus,Node26,Node24,Lagorchestes_hirsutus,Node23,Node21,Node17,Pseudochirops_cupreus,Pseudochirops_corinnae,Node31,Pseudocheirus_occidentalis,Node30,Node16,Vombatus_ursinus,Node15,Node1,Dromiciops_gliroides,Monodelphis_domestica,Gracilinanus_agilis,Node37`	0.4582	2.14
Macrotis_lagotis	`Thylacinus_cynocephalus,Myrmecobius_fasciatus,Sminthopsis_crassicaudata,Antechinus_flavipes,Sarcophilus_harrisii,Dasyurus_viverrinus,Node12,Node10,Node8,Node6,Node4,Node2,Phalanger_gymnotis,Trichosurus_vulpecula,Node18,Potorous_gilbertii,Notamacropus_eugenii,Macropus_fuliginosus,Macropus_giganteus,Node26,Node24,Lagorchestes_hirsutus,Node23,Node21,Node17,Pseudochirops_cupreus,Pseudochirops_corinnae,Node31,Pseudocheirus_occidentalis,Node30,Node16,Vombatus_ursinus,Node15,Node1,Dromiciops_gliroides,Monodelphis_domestica,Gracilinanus_agilis,Node37`	0.7713	1.15
Monodelphis_domestica	`Macrotis_lagotis,Thylacinus_cynocephalus,Myrmecobius_fasciatus,Sminthopsis_crassicaudata,Antechinus_flavipes,Sarcophilus_harrisii,Dasyurus_viverrinus,Node12,Node10,Node8,Node6,Node4,Node2,Phalanger_gymnotis,Trichosurus_vulpecula,Node18,Potorous_gilbertii,Notamacropus_eugenii,Macropus_fuliginosus,Macropus_giganteus,Node26,Node24,Lagorchestes_hirsutus,Node23,Node21,Node17,Pseudochirops_cupreus,Pseudochirops_corinnae,Node31,Pseudocheirus_occidentalis,Node30,Node16,Vombatus_ursinus,Node15,Node1,Dromiciops_gliroides,Gracilinanus_agilis,Node37`	0.0008	0.00
Myrmecobius_fasciatus	`Macrotis_lagotis,Thylacinus_cynocephalus,Sminthopsis_crassicaudata,Antechinus_flavipes,Sarcophilus_harrisii,Dasyurus_viverrinus,Node12,Node10,Node8,Node6,Node4,Node2,Phalanger_gymnotis,Trichosurus_vulpecula,Node18,Potorous_gilbertii,Notamacropus_eugenii,Macropus_fuliginosus,Macropus_giganteus,Node26,Node24,Lagorchestes_hirsutus,Node23,Node21,Node17,Pseudochirops_cupreus,Pseudochirops_corinnae,Node31,Pseudocheirus_occidentalis,Node30,Node16,Vombatus_ursinus,Node15,Node1,Dromiciops_gliroides,Monodelphis_domestica,Gracilinanus_agilis,Node37`	0.9911	1.02
