Codon	Partition	alpha	beta	LRT	Selection	pValue	Species
4	1	0.809	29.916	4.235	Positive	0.0396	Antechinus_flavipes
71	1	0.000	19.682	5.502	Positive	0.0190	Antechinus_flavipes
134	1	0.000	25.501	5.919	Positive	0.0150	Antechinus_flavipes
164	1	0.865	22.025	3.251	Positive	0.0714	Antechinus_flavipes
209	1	1.563	56.247	4.542	Positive	0.0331	Antechinus_flavipes
304	1	1.672	52.402	3.863	Positive	0.0494	Antechinus_flavipes
309	1	0.898	24.121	3.614	Positive	0.0573	Antechinus_flavipes
333	1	0.000	10000.000	11.184	Positive	0.0008	Antechinus_flavipes
503	1	1.730	29.362	2.770	Positive	0.0961	Antechinus_flavipes
592	1	0.000	25.100	4.836	Positive	0.0279	Antechinus_flavipes
643	1	0.000	21.761	6.326	Positive	0.0119	Antechinus_flavipes
670	1	0.661	48.539	4.763	Positive	0.0291	Antechinus_flavipes
768	1	0.825	40.778	4.640	Positive	0.0312	Antechinus_flavipes
787	1	0.491	25.831	4.906	Positive	0.0268	Antechinus_flavipes
860	1	0.000	19.254	5.796	Positive	0.0161	Antechinus_flavipes
28	1	0.000	282.612	10.780	Positive	0.0010	Dasyurus_viverrinus
164	1	0.865	84.761	5.558	Positive	0.0184	Dasyurus_viverrinus
277	1	1.047	102.619	5.938	Positive	0.0148	Dasyurus_viverrinus
439	1	3.304	116.105	4.162	Positive	0.0414	Dasyurus_viverrinus
517	1	1.725	91.496	5.183	Positive	0.0228	Dasyurus_viverrinus
555	1	0.000	115.598	6.092	Positive	0.0136	Dasyurus_viverrinus
604	1	0.000	92.353	9.140	Positive	0.0025	Dasyurus_viverrinus
659	1	0.000	128.674	9.350	Positive	0.0022	Dasyurus_viverrinus
686	1	0.000	72.940	7.702	Positive	0.0055	Dasyurus_viverrinus
814	1	0.000	89.428	9.056	Positive	0.0026	Dasyurus_viverrinus
873	1	2.495	73.325	4.071	Positive	0.0436	Dasyurus_viverrinus
25	1	0.000	7.796	3.395	Positive	0.0654	Dromiciops_gliroides
95	1	0.000	2601.906	5.970	Positive	0.0145	Dromiciops_gliroides
124	1	0.000	11.676	4.148	Positive	0.0417	Dromiciops_gliroides
134	1	0.000	8.459	3.934	Positive	0.0473	Dromiciops_gliroides
145	1	0.000	5.376	3.331	Positive	0.0680	Dromiciops_gliroides
159	1	0.000	20.992	5.084	Positive	0.0241	Dromiciops_gliroides
188	1	0.000	10.046	3.936	Positive	0.0473	Dromiciops_gliroides
220	1	0.000	25.185	6.156	Positive	0.0131	Dromiciops_gliroides
514	1	0.000	10.209	3.646	Positive	0.0562	Dromiciops_gliroides
516	1	0.000	7.767	4.459	Positive	0.0347	Dromiciops_gliroides
520	1	32.396	0.000	3.837	Negative	0.0501	Dromiciops_gliroides
550	1	0.000	18.741	4.771	Positive	0.0289	Dromiciops_gliroides
554	1	0.000	8.229	3.872	Positive	0.0491	Dromiciops_gliroides
627	1	0.000	1077.372	9.327	Positive	0.0023	Dromiciops_gliroides
641	1	0.000	16.620	8.797	Positive	0.0030	Dromiciops_gliroides
642	1	0.000	33.562	5.798	Positive	0.0160	Dromiciops_gliroides
675	1	0.000	5.949	3.807	Positive	0.0510	Dromiciops_gliroides
699	1	0.000	15.359	4.609	Positive	0.0318	Dromiciops_gliroides
707	1	0.000	5.477	3.286	Positive	0.0699	Dromiciops_gliroides
708	1	0.000	8.103	4.521	Positive	0.0335	Dromiciops_gliroides
785	1	0.000	8.006	3.997	Positive	0.0456	Dromiciops_gliroides
791	1	0.000	7.213	4.273	Positive	0.0387	Dromiciops_gliroides
814	1	0.000	30.057	5.779	Positive	0.0162	Dromiciops_gliroides
859	1	0.630	14.761	2.707	Positive	0.0999	Dromiciops_gliroides
881	1	0.000	3155.242	5.843	Positive	0.0156	Dromiciops_gliroides
889	1	0.000	8.077	4.449	Positive	0.0349	Dromiciops_gliroides
4	1	0.803	50.910	4.195	Positive	0.0406	Gracilinanus_agilis
26	1	0.000	12.885	5.774	Positive	0.0163	Gracilinanus_agilis
520	1	33.104	0.000	3.181	Negative	0.0745	Gracilinanus_agilis
537	1	0.000	8.013	3.938	Positive	0.0472	Gracilinanus_agilis
577	1	0.000	22.905	5.203	Positive	0.0226	Gracilinanus_agilis
632	1	0.647	2916.204	6.729	Positive	0.0095	Gracilinanus_agilis
642	1	0.000	11.683	5.181	Positive	0.0228	Gracilinanus_agilis
802	1	0.000	18.839	7.219	Positive	0.0072	Gracilinanus_agilis
831	1	0.760	45.563	5.354	Positive	0.0207	Gracilinanus_agilis
839	1	0.000	37.490	3.832	Positive	0.0503	Gracilinanus_agilis
870	1	0.000	22.082	2.985	Positive	0.0840	Gracilinanus_agilis
879	1	0.000	9.028	3.232	Positive	0.0722	Gracilinanus_agilis
888	1	1.358	38.740	3.028	Positive	0.0818	Gracilinanus_agilis
25	1	0.000	154.507	10.882	Positive	0.0010	Lagorchestes_hirsutus
200	1	0.872	57.015	5.274	Positive	0.0216	Lagorchestes_hirsutus
258	1	3.315	152.139	4.398	Positive	0.0360	Lagorchestes_hirsutus
429	1	1.437	48.257	4.271	Positive	0.0388	Lagorchestes_hirsutus
538	1	0.862	37.458	4.155	Positive	0.0415	Lagorchestes_hirsutus
563	1	2.174	109.031	4.566	Positive	0.0326	Lagorchestes_hirsutus
737	1	0.000	48.393	2.969	Positive	0.0849	Lagorchestes_hirsutus
744	1	0.968	60.443	5.297	Positive	0.0214	Lagorchestes_hirsutus
773	1	0.000	50.511	4.483	Positive	0.0342	Lagorchestes_hirsutus
794	1	1.421	38.174	3.978	Positive	0.0461	Lagorchestes_hirsutus
828	1	7.173	222.048	3.197	Positive	0.0738	Lagorchestes_hirsutus
878	1	0.000	70.175	8.371	Positive	0.0038	Lagorchestes_hirsutus
139	1	1.687	197.666	6.842	Positive	0.0089	Macropus_giganteus
145	1	0.000	123.309	9.173	Positive	0.0025	Macropus_giganteus
257	1	1.086	535.591	8.363	Positive	0.0038	Macropus_giganteus
651	1	2.396	174.283	5.837	Positive	0.0157	Macropus_giganteus
657	1	2.515	125.654	5.138	Positive	0.0234	Macropus_giganteus
880	1	5.523	134.475	3.896	Positive	0.0484	Macropus_giganteus
3	1	0.000	10.285	7.242	Positive	0.0071	Macrotis_lagotis
20	1	0.000	4.848	3.965	Positive	0.0464	Macrotis_lagotis
110	1	0.000	3.989	3.356	Positive	0.0670	Macrotis_lagotis
151	1	1.114	14.812	3.398	Positive	0.0653	Macrotis_lagotis
159	1	0.000	5.975	3.662	Positive	0.0557	Macrotis_lagotis
186	1	8.647	0.000	3.106	Negative	0.0780	Macrotis_lagotis
236	1	0.000	3.723	3.135	Positive	0.0766	Macrotis_lagotis
265	1	6.305	0.000	2.781	Negative	0.0954	Macrotis_lagotis
384	1	1.481	35.473	5.696	Positive	0.0170	Macrotis_lagotis
414	1	7.711	0.000	2.965	Negative	0.0851	Macrotis_lagotis
432	1	0.000	1829.305	6.921	Positive	0.0085	Macrotis_lagotis
466	1	8.209	0.000	3.146	Negative	0.0761	Macrotis_lagotis
485	1	0.000	5.070	3.111	Positive	0.0778	Macrotis_lagotis
512	1	0.000	4.559	3.514	Positive	0.0608	Macrotis_lagotis
520	1	32.533	0.000	4.954	Negative	0.0260	Macrotis_lagotis
532	1	0.000	4.698	3.570	Positive	0.0588	Macrotis_lagotis
551	1	6.530	0.000	2.922	Negative	0.0874	Macrotis_lagotis
552	1	0.000	15.246	7.048	Positive	0.0079	Macrotis_lagotis
592	1	0.000	3.767	3.659	Positive	0.0558	Macrotis_lagotis
643	1	0.000	4.253	3.413	Positive	0.0647	Macrotis_lagotis
650	1	0.000	3.780	3.287	Positive	0.0698	Macrotis_lagotis
673	1	0.000	5.497	3.706	Positive	0.0542	Macrotis_lagotis
693	1	0.000	10.152	4.363	Positive	0.0367	Macrotis_lagotis
704	1	0.000	3.401	2.891	Positive	0.0891	Macrotis_lagotis
727	1	0.000	16.045	7.422	Positive	0.0064	Macrotis_lagotis
737	1	0.000	4.700	2.970	Positive	0.0848	Macrotis_lagotis
739	1	0.000	5.308	3.721	Positive	0.0537	Macrotis_lagotis
786	1	18.348	0.000	3.010	Negative	0.0827	Macrotis_lagotis
791	1	0.000	3.509	3.114	Positive	0.0776	Macrotis_lagotis
819	1	0.000	4.453	3.093	Positive	0.0786	Macrotis_lagotis
828	1	7.198	0.000	2.717	Negative	0.0993	Macrotis_lagotis
839	1	0.000	348.030	10.367	Positive	0.0013	Macrotis_lagotis
860	1	0.000	13.122	4.605	Positive	0.0319	Macrotis_lagotis
864	1	0.000	6.320	2.826	Positive	0.0927	Macrotis_lagotis
123	1	0.000	9.717	4.551	Positive	0.0329	Monodelphis_domestica
124	1	0.000	19.774	5.065	Positive	0.0244	Monodelphis_domestica
236	1	0.000	10.654	3.264	Positive	0.0708	Monodelphis_domestica
442	1	0.000	9.811	4.100	Positive	0.0429	Monodelphis_domestica
514	1	0.000	16.890	4.776	Positive	0.0289	Monodelphis_domestica
520	1	32.520	0.000	2.913	Negative	0.0879	Monodelphis_domestica
543	1	0.000	12.153	4.664	Positive	0.0308	Monodelphis_domestica
606	1	0.000	14.687	5.401	Positive	0.0201	Monodelphis_domestica
658	1	1.378	36.686	3.418	Positive	0.0645	Monodelphis_domestica
707	1	0.000	9.361	4.120	Positive	0.0424	Monodelphis_domestica
791	1	0.000	44.678	6.927	Positive	0.0085	Monodelphis_domestica
809	1	0.000	54.615	6.737	Positive	0.0094	Monodelphis_domestica
831	1	0.000	62.603	5.239	Positive	0.0221	Monodelphis_domestica
852	1	0.000	13.583	5.919	Positive	0.0150	Monodelphis_domestica
882	1	5.332	1394.394	4.528	Positive	0.0334	Monodelphis_domestica
889	1	0.000	13.691	5.345	Positive	0.0208	Monodelphis_domestica
21	1	1.280	31.385	5.371	Positive	0.0205	Myrmecobius_fasciatus
39	1	0.000	33.660	10.785	Positive	0.0010	Myrmecobius_fasciatus
95	1	0.829	33.462	3.483	Positive	0.0620	Myrmecobius_fasciatus
143	1	0.000	6.779	3.962	Positive	0.0465	Myrmecobius_fasciatus
191	1	0.000	8.490	4.631	Positive	0.0314	Myrmecobius_fasciatus
364	1	0.000	8.490	4.631	Positive	0.0314	Myrmecobius_fasciatus
206	1	0.000	8.068	4.516	Positive	0.0336	Myrmecobius_fasciatus
260	1	0.000	16.198	5.842	Positive	0.0157	Myrmecobius_fasciatus
301	1	0.492	22.636	4.048	Positive	0.0442	Myrmecobius_fasciatus
339	1	0.000	7.503	4.430	Positive	0.0353	Myrmecobius_fasciatus
430	1	0.000	32.755	8.227	Positive	0.0041	Myrmecobius_fasciatus
451	1	0.638	15.922	2.994	Positive	0.0836	Myrmecobius_fasciatus
485	1	0.000	6.329	3.436	Positive	0.0638	Myrmecobius_fasciatus
