target_id	length	eff_length	est_counts	tpm
LOC100919053-XP_023354218.1	2184	1955.1	317.603	13.4833
LOC100919053-XP_031807022.1	2058	1829.1	0	0
LOC116420914-XP_031805011.1	1593	1364.1	25	1.52116
LOC105749646-XP_031805012.1	1578	1349.1	0	0
LOC100918791-XP_031807025.1	2166	1937.1	28.9184	1.23909
LOC116421482-XP_031807034.1	1059	830.103	14	1.39984
LOC100922713-XP_031807030.1	1872	1643.1	141.68	7.15696
LOC111718993-XP_031805013.1	951	722.112	0	0
LOC100913756-XP_031807044.1	1467	1238.1	23	1.54189
LOC105749010-XP_031805014.1	2418	2189.1	16.4626	0.624189
LOC105749000-XP_031807053.1	1365	1136.1	0	0
NUF2-XP_023354161.1	1383	1154.1	14	1.00685
NUF2-XP_031807063.1	1383	1154.1	14	1.00685
NUF2-XP_031807069.1	1383	1154.1	14	1.00685
NUF2-XP_003762728.1	1383	1154.1	14	1.00685
LOC111719491-XP_031805015.1	1551	1322.1	0	0
CHP2-XP_031807085.1	588	360.43	0	0
BET1-XP_031807107.1	351	136.037	41	25.0155
LOC116421488-XP_031807092.1	1320	1091.1	17	1.2932
LOC100920799-XP_023354436.1	222	49.6586	139.767	233.611
LOC100920799-XP_031807137.1	222	49.6586	139.767	233.611
LOC100920799-XP_012399608.1	222	49.6586	139.767	233.611
LOC100920799-XP_031807117.1	252	64.4055	32.6987	42.1396
GNGT1-XP_003763123.1	225	50.918	0	0
TFPI2-XP_031805017.1	1227	998.103	0	0
CALCR-[transl_except=(pos:1132..1134,aa:Other)	1404	1175.1	0	0
LOC116420915-XP_031805018.1	597	369.325	0	0
VPS50-[exception=unclassified-translation-discrepancy	2697	2468.1	864	29.0559
HEPACAM2-XP_031805020.1	1176	947.103	0	0
UBP1-XP_031807200.1	1557	1328.1	20.1228	1.25759
UBP1-XP_031807193.1	1578	1349.1	4.33614e-08	2.66773e-09
UBP1-XP_031807183.1	1665	1436.1	0	0
UBP1-XP_031807166.1	1686	1457.1	0	0
UBP1-XP_031807177.1	1668	1439.1	0	0
UBP1-XP_031807161.1	1686	1457.1	0	0
UBP1-XP_031807156.1	1689	1460.1	0	0
UBP1-XP_031807188.1	1584	1355.1	0	0
UBP1-XP_031807206.1	1425	1196.1	5.43862	0.377401
UBP1-XP_031807214.1	1425	1196.1	5.43862	0.377401
CLASP2-XP_031805021.1	5196	4967.1	947	15.8245
PDCD6IP-XP_031807222.1	2634	2405.1	1685	58.15
LOC116420917-XP_031805022.1	1497	1268.1	35	2.29085
ARPP21-XP_031807240.1	2508	2279.1	0	0
ARPP21-XP_031807287.1	2508	2279.1	0	0
ARPP21-XP_031807248.1	2505	2276.1	0	0
ARPP21-XP_031807263.1	2412	2183.1	0	0
ARPP21-XP_031807268.1	2409	2180.1	0	0
ARPP21-XP_031807255.1	2448	2219.1	0	0
ARPP21-XP_031807323.1	2445	2216.1	0	0
ARPP21-XP_031807272.1	2406	2177.1	0	0
ARPP21-XP_031807317.1	2403	2174.1	0	0
ARPP21-XP_031807294.1	2307	2078.1	0	0
ARPP21-XP_031807281.1	2346	2117.1	0	0
ARPP21-XP_031807333.1	2343	2114.1	0	0
ARPP21-XP_031807301.1	2247	2018.1	0	0
ARPP21-XP_031807307.1	861	632.217	0	0
ARPP21-XP_031807314.1	270	73.5731	0	0
STAC-XP_031807346.1	1233	1004.1	89	7.3569
STAC-XP_023354287.2	1329	1100.1	0	0
LOC116421873-XP_031811797.1	1311	1082.1	0	0
DCLK3-XP_031812819.1	2373	2144.1	21	0.812937
TRANK1-[exception=unclassified-translation-discrepancy	9264	9035.1	413	3.79402
LOC116421506-XP_031807355.1	471	246.207	0	0
IPPK-XP_031814412.1	1521	1292.1	69	4.43236
CENPP-XP_031815278.1	1203	974.103	42	3.57872
ECM2-XP_031807365.1	1704	1475.1	0	0
ECM2-XP_031807375.1	1671	1442.1	151.567	8.72354
ECM2-XP_031807379.1	1638	1409.1	93.4325	5.5035
ASPN-XP_031807401.1	1128	899.103	24	2.21557
ASPN-XP_031807404.1	1128	899.103	24	2.21557
ASPN-XP_031807409.1	1128	899.103	24	2.21557
OMD-XP_031807395.1	1248	1019.1	69	5.61972
OGN-XP_031807418.1	858	629.217	0.148174	0.0195459
OGN-XP_031807422.1	858	629.217	0.148174	0.0195459
OGN-XP_031807425.1	855	626.217	64.7037	8.57604
NOL8-[exception=unclassified-translation-discrepancy	3276	3047.1	502	13.6741
IARS1-XP_031807429.1	3786	3557.1	138.5	3.23174
IARS1-XP_031807435.1	3786	3557.1	138.5	3.23174
LOC111719609-XP_031807440.1	420	197.826	65	27.2718
ADCYAP1R1-XP_031807462.1	1461	1232.1	0	0
ADCYAP1R1-XP_031807453.1	1545	1316.1	0	0
ADCYAP1R1-XP_031807474.1	1353	1124.1	51	3.76571
ADCYAP1R1-XP_031807469.1	1437	1208.1	0	0
LOC116422491-XP_031817022.1	2364	2135.1	38	1.47723
MINDY4-XP_031807488.1	2313	2084.1	395	15.7312
MINDY4-XP_031807481.1	2583	2354.1	0	0
MINDY4-XP_031807493.1	2223	1994.1	0	0
LOC100932343-XP_031817646.1	1689	1460.1	0	0
GARS1-XP_031818549.1	1809	1580.1	751	39.4492
CTDSPL-XP_031819551.1	1572	1343.1	359	22.1855
VILL-[exception=unclassified-translation-discrepancy	3288	3059.1	1287	34.9195
PLCD1-XP_031807515.1	2250	2021.1	537	22.0531
PLCD1-XP_031807506.1	2316	2087.1	0	0
DLEC1-XP_031821137.1	5805	5576.1	158	2.35185
ACAA1-XP_031807518.1	1287	1058.1	211	16.5515
HERPUD2-XP_031807533.1	1224	995.103	199	16.5985
HERPUD2-XP_031807528.1	1248	1019.1	0	0
SEPTIN7-XP_031807549.1	1314	1085.1	0	0
SEPTIN7-XP_031807545.1	1317	1088.1	248.164	18.93
SEPTIN7-XP_023354303.2	1260	1031.1	1016.84	81.8526
EEPD1-XP_031807569.1	1710	1481.1	68	3.81072
KIAA0895-XP_031824478.1	1788	1559.1	477	25.3938
ANLN-[partial=5'	2415	2186.1	13	0.493578
AOAH-[exception=unclassified-translation-discrepancy	1536	1307.1	85	5.3975
ELMO1-[exception=annotated-by-transcript-or-proteomic-data	1536	1307.1	788	50.038
GPR141-XP_031807590.1	873	644.201	7	0.901904
STK17A-[exception=unclassified-translation-discrepancy	1176	947.103	140	12.2691
HECW1-XP_031807612.1	4890	4661.1	66	1.17527
MRPL32-XP_031807628.1	564	336.717	183	45.1096
PSMA2-XP_031807617.1	705	476.528	217	37.7968
C1H7orf25-XP_031807639.1	1269	1040.1	55.6667	4.44224
C1H7orf25-XP_031807645.1	1269	1040.1	55.6667	4.44224
C1H7orf25-XP_031807649.1	1269	1040.1	55.6667	4.44224
GLI3-XP_003762705.2	4752	4523.1	475	8.71646
INHBA-XP_031807671.1	1287	1058.1	249	19.5324
SUGCT-XP_031807690.1	1224	995.103	0	0
SUGCT-XP_031807685.1	1320	1091.1	0	0
MPLKIP-XP_031807700.1	468	243.31	69	23.5381
CDK13-XP_031817463.1	4209	3980.1	1190	24.8162
RALA-XP_031807711.1	621	393.072	31.25	6.59875
RALA-XP_031807722.1	621	393.072	31.25	6.59875
RALA-XP_031807730.1	621	393.072	31.25	6.59875
RALA-XP_003762678.1	621	393.072	31.25	6.59875
YAE1-XP_023354123.1	684	455.607	2	0.364354
VPS41-XP_031807770.1	2562	2333.1	307	10.9216
VPS41-XP_031807758.1	2679	2450.1	0	0
VPS41-XP_031807767.1	2589	2360.1	0	0
AMPH-XP_031807781.1	2067	1838.1	0	0
AMPH-XP_031807791.1	1956	1727.1	0	0
LOC100935654-[exception=rearrangement-required-for-product	411	189.454	13	5.69538
LOC100935656-[exception=rearrangement-required-for-product	549	321.945	0	0
LOC116422697-[exception=rearrangement-required-for-product	543	316.053	0	0
LOC116422737-[exception=rearrangement-required-for-product	615	387.138	0	0
LOC116422756-[exception=rearrangement-required-for-product	537	310.135	0	0
LOC100934073-XP_031817883.1	1020	791.103	0	0
STARD3NL-XP_023354416.1	708	479.515	32.6667	5.65439
STARD3NL-XP_031807810.1	708	479.515	32.6667	5.65439
STARD3NL-XP_031807815.1	708	479.515	32.6667	5.65439
EPDR1-XP_031807826.1	1035	806.103	366	37.6855
SFRP4-XP_031807837.1	1278	1049.1	0	0
NME8-XP_031807856.1	1956	1727.1	0	0
NME8-XP_031807850.1	1971	1742.1	0	0
NME8-XP_031807866.1	1575	1346.1	269.139	16.5952
NME8-XP_031807862.1	1590	1361.1	0.000203339	1.23998e-05
BICD2-XP_031807872.1	2457	2228.1	3420.15	127.407
BICD2-XP_031807869.1	2547	2318.1	515.201	18.447
BICD2-XP_031807877.1	2430	2201.1	3.65161	0.137698
TKT-XP_031807884.1	1872	1643.1	1151	58.1425
DCP1A-XP_031807892.1	1578	1349.1	404	24.8553
CACNA1D-XP_031807917.1	5697	5468.1	0.00100899	1.53156e-05
CACNA1D-XP_031807909.1	5646	5417.1	151.499	2.32127
CACNA1D-XP_031807900.1	5697	5468.1	0.00100899	1.53156e-05
CACNA1D-XP_031807924.1	5646	5417.1	151.499	2.32127
CHDH-XP_031807930.1	1770	1541.1	129	6.9477
IL17RB-[exception=unclassified-translation-discrepancy	1833	1604.1	106	5.48475
ACTR8-XP_031807940.1	1449	1220.1	291	19.7961
SELENOK-[transl_except=(pos:271..273,aa:Sec)	282	81.3829	18.5	18.8678
SELENOK-[transl_except=(pos:271..273,aa:Sec)_1	282	81.3829	18.5	18.8678
CACNA2D3-XP_031807987.1	3276	3047.1	0	0
CACNA2D3-XP_031807966.1	2859	2630.1	0	0
CACNA2D3-XP_031807970.1	2841	2612.1	0	0
CACNA2D3-XP_031807979.1	2742	2513.1	0	0
CACNA2D3-XP_031807976.1	2820	2591.1	0	0
LRTM1-XP_031805007.1	1221	992.103	0	0
WNT5A-XP_031808016.1	1149	920.103	0	0
ERC2-[exception=unclassified-translation-discrepancy	2868	2639.1	247	7.76826
LOC116422783-XP_031818120.1	2106	1877.1	0	0
CCDC66-XP_031808093.1	3093	2864.1	4287.88	124.262
CCDC66-XP_031808100.1	3084	2855.1	35.395	1.02897
CCDC66-XP_031808083.1	2991	2762.1	0	0
CCDC66-XP_031808106.1	2991	2762.1	0	0
CCDC66-XP_031808112.1	2991	2762.1	0	0
CCDC66-XP_031808118.1	2991	2762.1	0	0
CCDC66-XP_031808087.1	2988	2759.1	906.725	27.2767
CCDC66-XP_031808126.1	2355	2126.1	0	0
TASOR-XP_031808064.1	4668	4439.1	3.0828e-07	5.76412e-09
TASOR-XP_031808060.1	4149	3920.1	0	0
TASOR-XP_031808052.1	4152	3923.1	0	0
TASOR-XP_031808041.1	4503	4274.1	0	0
TASOR-XP_031808034.1	4563	4334.1	795.993	15.2438
