target_id	length	eff_length	est_counts	tpm
LOC100919053-XP_023354218.1	2184	1916.34	485.885	5.80238
LOC100919053-XP_031807022.1	2058	1790.34	0	0
LOC116420914-XP_031805011.1	1593	1325.34	92.4857	1.59695
LOC105749646-XP_031805012.1	1578	1310.34	5.07896	0.0887026
LOC100918791-XP_031807025.1	2166	1898.34	17.1694	0.206978
LOC116421482-XP_031807034.1	1059	791.336	1.00164	0.0289663
LOC100922713-XP_031807030.1	1872	1604.34	142.489	2.03249
LOC111718993-XP_031805013.1	951	683.362	11	0.368371
LOC100913756-XP_031807044.1	1467	1199.34	2.0187	0.0385189
LOC105749010-XP_031805014.1	2418	2150.34	5.14954	0.0548032
LOC105749000-XP_031807053.1	1365	1097.34	6.08915	0.126987
NUF2-XP_023354161.1	1383	1115.34	49.75	1.02078
NUF2-XP_031807063.1	1383	1115.34	49.75	1.02078
NUF2-XP_031807069.1	1383	1115.34	49.75	1.02078
NUF2-XP_003762728.1	1383	1115.34	49.75	1.02078
LOC111719491-XP_031805015.1	1551	1283.34	12	0.213986
CHP2-XP_031807085.1	588	323.594	8	0.565762
BET1-XP_031807107.1	351	110.072	249	51.7687
LOC116421488-XP_031807092.1	1320	1052.34	15	0.326197
LOC100920799-XP_023354436.1	222	38.7941	118.442	69.8692
LOC100920799-XP_031807137.1	222	38.7941	118.442	69.8692
LOC100920799-XP_012399608.1	222	38.7941	118.442	69.8692
LOC100920799-XP_031807117.1	252	43.0411	7.67278	4.07955
GNGT1-XP_003763123.1	225	38.7116	31	18.3258
TFPI2-XP_031805017.1	1227	959.336	21	0.500947
CALCR-[transl_except=(pos:1132..1134,aa:Other)	1404	1136.34	12	0.241667
LOC116420915-XP_031805018.1	597	332.361	1	0.0688546
VPS50-[exception=unclassified-translation-discrepancy	2697	2429.34	1171	11.031
HEPACAM2-XP_031805020.1	1176	908.336	14	0.352716
UBP1-XP_031807200.1	1557	1289.34	7.39114e-05	1.31186e-06
UBP1-XP_031807193.1	1578	1310.34	85.3324	1.4903
UBP1-XP_031807183.1	1665	1397.34	0	0
UBP1-XP_031807166.1	1686	1418.34	123.481	1.99235
UBP1-XP_031807177.1	1668	1400.34	141.474	2.312
UBP1-XP_031807161.1	1686	1418.34	223.575	3.60735
UBP1-XP_031807156.1	1689	1421.34	0.345923	0.00556962
UBP1-XP_031807188.1	1584	1316.34	0	0
UBP1-XP_031807206.1	1425	1157.34	383.895	7.59097
UBP1-XP_031807214.1	1425	1157.34	383.895	7.59097
CLASP2-XP_031805021.1	5196	4928.34	13130	60.9689
PDCD6IP-XP_031807222.1	2634	2366.34	5107	49.3893
LOC116420917-XP_031805022.1	1497	1229.34	203	3.77893
ARPP21-XP_031807240.1	2508	2240.34	3.60819	0.036857
ARPP21-XP_031807287.1	2508	2240.34	3.60819	0.036857
ARPP21-XP_031807248.1	2505	2237.34	0	0
ARPP21-XP_031807263.1	2412	2144.34	44.0522	0.470131
ARPP21-XP_031807268.1	2409	2141.34	0	0
ARPP21-XP_031807255.1	2448	2180.34	4.14508e-08	4.35065e-10
ARPP21-XP_031807323.1	2445	2177.34	0	0
ARPP21-XP_031807272.1	2406	2138.34	0	0
ARPP21-XP_031807317.1	2403	2135.34	0	0
ARPP21-XP_031807294.1	2307	2039.34	0	0
ARPP21-XP_031807281.1	2346	2078.34	57.7987	0.636423
ARPP21-XP_031807333.1	2343	2075.34	0	0
ARPP21-XP_031807301.1	2247	1979.34	0	0
ARPP21-XP_031807307.1	861	593.524	20.0091	0.771495
ARPP21-XP_031807314.1	270	49.6399	26.9236	12.4121
STAC-XP_031807346.1	1233	965.336	87.5265	2.07494
STAC-XP_023354287.2	1329	1061.34	3.4735	0.0748959
LOC116421873-XP_031811797.1	1311	1043.34	6	0.131604
DCLK3-XP_031812819.1	2373	2105.34	6	0.0652189
TRANK1-[exception=unclassified-translation-discrepancy	9264	8996.34	1461	3.71645
LOC116421506-XP_031807355.1	471	213.121	0	0
IPPK-XP_031814412.1	1521	1253.34	288	5.25858
CENPP-XP_031815278.1	1203	935.336	50	1.22334
ECM2-XP_031807365.1	1704	1436.34	636.778	10.1456
ECM2-XP_031807375.1	1671	1403.34	327.646	5.34302
ECM2-XP_031807379.1	1638	1370.34	1010.58	16.8766
ASPN-XP_031807401.1	1128	860.336	54	1.43638
ASPN-XP_031807404.1	1128	860.336	54	1.43638
ASPN-XP_031807409.1	1128	860.336	54	1.43638
OMD-XP_031807395.1	1248	980.336	143	3.33814
OGN-XP_031807418.1	858	590.524	1990.47	77.137
OGN-XP_031807422.1	858	590.524	1990.47	77.137
OGN-XP_031807425.1	855	587.535	351.052	13.6736
NOL8-[exception=unclassified-translation-discrepancy	3276	3008.34	676	5.14238
IARS1-XP_031807429.1	3786	3518.34	771	5.01488
IARS1-XP_031807435.1	3786	3518.34	771	5.01488
LOC111719609-XP_031807440.1	420	167.702	0	0
ADCYAP1R1-XP_031807462.1	1461	1193.34	595.028	11.4109
ADCYAP1R1-XP_031807453.1	1545	1277.34	1.94974e-06	3.49313e-08
ADCYAP1R1-XP_031807474.1	1353	1085.34	42.1934	0.88966
ADCYAP1R1-XP_031807469.1	1437	1169.34	187.779	3.67495
LOC116422491-XP_031817022.1	2364	2096.34	437	4.7705
MINDY4-XP_031807488.1	2313	2045.34	314.533	3.51922
MINDY4-XP_031807481.1	2583	2315.34	1.65476e-05	1.63555e-07
MINDY4-XP_031807493.1	2223	1955.34	24.4666	0.286349
LOC100932343-XP_031817646.1	1689	1421.34	17	0.273713
GARS1-XP_031818549.1	1809	1541.34	2584	38.3653
CTDSPL-XP_031819551.1	1572	1304.34	1226	21.5102
VILL-[exception=unclassified-translation-discrepancy	3288	3020.34	111	0.84103
PLCD1-XP_031807515.1	2250	1982.34	432.999	4.99866
PLCD1-XP_031807506.1	2316	2048.34	78.0007	0.871447
DLEC1-XP_031821137.1	5805	5537.34	403	1.66551
ACAA1-XP_031807518.1	1287	1019.34	3432	77.0502
HERPUD2-XP_031807533.1	1224	956.336	1952.4	46.72
HERPUD2-XP_031807528.1	1248	980.336	63.5963	1.48457
SEPTIN7-XP_031807549.1	1314	1046.34	797.522	17.4428
SEPTIN7-XP_031807545.1	1317	1049.34	5276.47	115.073
SEPTIN7-XP_023354303.2	1260	992.336	4698.01	108.343
EEPD1-XP_031807569.1	1710	1442.34	356	5.64842
KIAA0895-XP_031824478.1	1788	1520.34	123	1.85144
ANLN-[partial=5'	2415	2147.34	5764	61.4282
AOAH-[exception=unclassified-translation-discrepancy	1536	1268.34	529	9.54476
ELMO1-[exception=annotated-by-transcript-or-proteomic-data	1536	1268.34	4013	72.4067
GPR141-XP_031807590.1	873	605.491	5	0.188976
STK17A-[exception=unclassified-translation-discrepancy	1176	908.336	245	6.17253
HECW1-XP_031807612.1	4890	4622.34	1231	6.09453
MRPL32-XP_031807628.1	564	300.449	461	35.1135
PSMA2-XP_031807617.1	705	438.401	1164	60.761
C1H7orf25-XP_031807639.1	1269	1001.34	157	3.58809
C1H7orf25-XP_031807645.1	1269	1001.34	157	3.58809
C1H7orf25-XP_031807649.1	1269	1001.34	157	3.58809
GLI3-XP_003762705.2	4752	4484.34	326	1.66365
INHBA-XP_031807671.1	1287	1019.34	38	0.853119
SUGCT-XP_031807690.1	1224	956.336	9.36833	0.224179
SUGCT-XP_031807685.1	1320	1052.34	265.632	5.77656
MPLKIP-XP_031807700.1	468	210.369	298	32.4173
CDK13-XP_031817463.1	4209	3941.34	2692	15.6306
RALA-XP_031807711.1	621	355.738	169.5	10.9039
RALA-XP_031807722.1	621	355.738	169.5	10.9039
RALA-XP_031807730.1	621	355.738	169.5	10.9039
RALA-XP_003762678.1	621	355.738	169.5	10.9039
YAE1-XP_023354123.1	684	417.64	130	7.12336
VPS41-XP_031807770.1	2562	2294.34	2087.04	20.817
VPS41-XP_031807758.1	2679	2411.34	3506.42	33.2775
VPS41-XP_031807767.1	2589	2321.34	2225.54	21.9402
AMPH-XP_031807781.1	2067	1799.34	282.815	3.59694
AMPH-XP_031807791.1	1956	1688.34	51.1854	0.693795
LOC100935654-[exception=rearrangement-required-for-product	411	159.868	3	0.429442
LOC100935656-[exception=rearrangement-required-for-product	549	286.152	8	0.639789
LOC116422697-[exception=rearrangement-required-for-product	543	280.456	2	0.163196
LOC116422737-[exception=rearrangement-required-for-product	615	349.896	0	0
LOC116422756-[exception=rearrangement-required-for-product	537	274.743	0	0
LOC100934073-XP_031817883.1	1020	752.336	26	0.79087
STARD3NL-XP_023354416.1	708	441.352	522.667	27.1009
STARD3NL-XP_031807810.1	708	441.352	522.667	27.1009
STARD3NL-XP_031807815.1	708	441.352	522.667	27.1009
EPDR1-XP_031807826.1	1035	767.336	8888	265.071
SFRP4-XP_031807837.1	1278	1010.34	61	1.38168
NME8-XP_031807856.1	1956	1688.34	0	0
NME8-XP_031807850.1	1971	1703.34	0	0
NME8-XP_031807866.1	1575	1307.34	169.749	2.97143
NME8-XP_031807862.1	1590	1322.34	0.00030372	5.25624e-06
BICD2-XP_031807872.1	2457	2189.34	778.824	8.14086
BICD2-XP_031807869.1	2547	2279.34	1573.48	15.7978
BICD2-XP_031807877.1	2430	2162.34	231.692	2.45206
TKT-XP_031807884.1	1872	1604.34	9667	137.892
DCP1A-XP_031807892.1	1578	1310.34	233	4.06927
CACNA1D-XP_031807917.1	5697	5429.34	194.908	0.821538
CACNA1D-XP_031807909.1	5646	5378.34	289.316	1.23103
CACNA1D-XP_031807900.1	5697	5429.34	148.844	0.627377
CACNA1D-XP_031807924.1	5646	5378.34	30.9316	0.131613
CHDH-XP_031807930.1	1770	1502.34	485	7.38785
IL17RB-[exception=unclassified-translation-discrepancy	1833	1565.34	146	2.13446
ACTR8-XP_031807940.1	1449	1181.34	540	10.4608
SELENOK-[transl_except=(pos:271..273,aa:Sec)	282	56.3398	228.5	92.8143
SELENOK-[transl_except=(pos:271..273,aa:Sec)_1	282	56.3398	228.5	92.8143
CACNA2D3-XP_031807987.1	3276	3008.34	35	0.266247
CACNA2D3-XP_031807966.1	2859	2591.34	0	0
CACNA2D3-XP_031807970.1	2841	2573.34	0	0
CACNA2D3-XP_031807979.1	2742	2474.34	0	0
CACNA2D3-XP_031807976.1	2820	2552.34	0	0
LRTM1-XP_031805007.1	1221	953.336	1	0.0240048
WNT5A-XP_031808016.1	1149	881.336	413	10.7239
ERC2-[exception=unclassified-translation-discrepancy	2868	2600.34	71	0.624845
LOC116422783-XP_031818120.1	2106	1838.34	5	0.0622428
CCDC66-XP_031808093.1	3093	2825.34	513.675	4.16066
CCDC66-XP_031808100.1	3084	2816.34	163.906	1.33185
CCDC66-XP_031808083.1	2991	2723.34	0	0
CCDC66-XP_031808106.1	2991	2723.34	0	0
CCDC66-XP_031808112.1	2991	2723.34	0	0
CCDC66-XP_031808118.1	2991	2723.34	0	0
CCDC66-XP_031808087.1	2988	2720.34	92.4193	0.77747
CCDC66-XP_031808126.1	2355	2087.34	0	0
TASOR-XP_031808064.1	4668	4400.34	109.293	0.568395
TASOR-XP_031808060.1	4149	3881.34	359.634	2.12042
TASOR-XP_031808052.1	4152	3884.34	0	0
TASOR-XP_031808041.1	4503	4235.34	892.147	4.8205
TASOR-XP_031808034.1	4563	4295.34	7.22528	0.0384947
TASOR-XP_031808073.1	4563	4295.34	7.22528	0.0384947
TASOR-XP_031808069.1	4599	4331.34	1351.48	7.14052
ARHGEF3-XP_031808135.1	1665	1397.34	205.761	3.36982
ARHGEF3-XP_031808147.1	1569	1301.34	32.1811	0.565919
