target_id	length	eff_length	est_counts	tpm
DUN_000001-T1	1942	1754.7	0	0
DUN_000002-T1	200	51.8633	0	0
DUN_000003-T1	420	237.386	0	0
DUN_000004-T1	158	28.3301	0	0
DUN_000005-T1	365	185.436	0	0
DUN_000006-T1	435	251.85	11.7303	1.37194
DUN_000007-T1	189	45.087	54	35.2786
DUN_000008-T1	73	25.8262	0.000363799	0.000414924
DUN_000009-T1	387	206.07	13.1474	1.87929
DUN_000010-T1	234	74.8808	0	0
DUN_000011-T1	79	27.7936	0	0
DUN_000012-T1	828	640.91	170.505	7.83624
DUN_000013-T1	162	30.2482	0	0
DUN_000014-T1	774	587.015	61.0848	3.06515
DUN_000015-T1	636	449.55	1	0.0655225
DUN_000016-T1	162	30.2482	98	95.4323
DUN_000017-T1	276	107.341	0	0
DUN_000018-T1	79	27.7936	0	0
DUN_000019-T1	197	49.959	0	0
DUN_000020-T1	73	25.8262	0.27203	0.310259
DUN_000021-T1	73	25.8262	0	0
DUN_000022-T1	79	27.7936	0	0
DUN_000023-T1	416	233.561	1	0.126115
DUN_000024-T1	2670	2482.7	2071	24.5711
DUN_000025-T1	3249	3061.7	420	4.04069
DUN_000026-T1	543	357.4	10	0.824164
DUN_000027-T1	384	203.248	698	101.157
DUN_000028-T1	291	119.812	0	0
DUN_000029-T1	714	527.166	0	0
DUN_000030-T1	85	31.1887	0	0
DUN_000031-T1	1113	925.695	381	12.1234
DUN_000032-T1	72	25.3689	1.01547	1.17906
DUN_000033-T1	79	27.7936	0	0
DUN_000034-T1	231	72.7626	2	0.809636
DUN_000035-T1	73	25.8262	0	0
DUN_000036-T1	73	25.8262	0	0
DUN_000037-T1	228	70.6171	0	0
DUN_000038-T1	73	25.8262	0	0
DUN_000039-T1	73	25.8262	2.03331	2.31906
DUN_000040-T1	165	31.7665	8	7.41803
DUN_000041-T1	78	27.1044	0	0
DUN_000042-T1	228	70.6171	0	0
DUN_000043-T1	378	197.581	1	0.149081
DUN_000044-T1	240	79.2537	48	17.8398
DUN_000045-T1	74	26.1536	0	0
DUN_000046-T1	73	25.8262	0	0
DUN_000047-T1	1071	883.695	158	5.26651
DUN_000048-T1	73	25.8262	0	0
DUN_000049-T1	73	25.8262	1.0167	1.15958
DUN_000050-T1	73	25.8262	1.42662	1.6271
DUN_000051-T1	2898	2710.7	853	9.26908
DUN_000052-T1	243	81.5151	19	6.86568
DUN_000053-T1	255	90.6303	0	0
DUN_000054-T1	73	25.8262	0	0
DUN_000055-T1	79	27.7936	0	0
DUN_000056-T1	73	25.8262	0	0
DUN_000057-T1	73	25.8262	0	0
DUN_000058-T1	1383	1195.7	45	1.10856
DUN_000059-T1	79	27.7936	0	0
DUN_000060-T1	411	228.769	1037	133.521
DUN_000061-T1	957	769.743	2382	91.1515
DUN_000062-T1	330	153.639	32	6.13502
DUN_000063-T1	1545	1357.7	613	13.2992
DUN_000064-T1	279	109.814	0	0
DUN_000065-T1	960	772.743	0	0
DUN_000066-T1	582	395.973	0	0
DUN_000067-T1	294	122.366	0	0
DUN_000068-T1	246	83.7662	0	0
DUN_000069-T1	79	27.7936	0	0
DUN_000070-T1	240	79.2537	0	0
DUN_000071-T1	1116	928.695	275	8.72223
DUN_000072-T1	73	25.8262	0	0
DUN_000073-T1	73	25.8262	0	0
DUN_000074-T1	237	77.0428	248	94.8174
DUN_000075-T1	204	54.4096	1929	1044.3
DUN_000076-T1	693	506.226	121	7.04059
DUN_000077-T1	80	28.3544	0	0
DUN_000078-T1	1143	955.695	1876	57.8205
DUN_000079-T1	388	207.002	1	0.142296
DUN_000080-T1	190	45.6684	0	0
DUN_000081-T1	4221	4033.7	1642	11.9905
