target_id	length	eff_length	est_counts	tpm
DUN_000001-T1	1942	1682.63	0	0
DUN_000002-T1	200	32.5774	0	0
DUN_000003-T1	420	168.671	0	0
DUN_000004-T1	158	25.7449	0	0
DUN_000005-T1	365	117.98	0	0
DUN_000006-T1	435	182.875	3.37112	0.609289
DUN_000007-T1	189	30.9274	1	1.06871
DUN_000008-T1	73	31.3636	0	0
DUN_000009-T1	387	137.868	14	3.35635
DUN_000010-T1	234	39.4019	0	0
DUN_000011-T1	79	27.4503	0	0
DUN_000012-T1	828	568.907	102.123	5.93318
DUN_000013-T1	162	26.4516	0	0
DUN_000014-T1	774	515.095	168	10.7802
DUN_000015-T1	636	378.345	0	0
DUN_000016-T1	162	26.4516	55991	69963.2
DUN_000017-T1	276	53.9261	0	0
DUN_000018-T1	79	27.4503	0	0
DUN_000019-T1	197	32.1143	0	0
DUN_000020-T1	73	31.3636	0	0
DUN_000021-T1	73	31.3636	0	0
DUN_000022-T1	79	27.4503	0	0
DUN_000023-T1	416	164.888	0	0
DUN_000024-T1	2670	2410.63	1384	18.9762
DUN_000025-T1	3249	2989.63	693	7.66159
DUN_000026-T1	543	287.156	3	0.345308
DUN_000027-T1	384	135.094	49	11.9884
DUN_000028-T1	291	61.7047	0	0
DUN_000029-T1	714	455.41	0	0
DUN_000030-T1	85	22.6842	0	0
DUN_000031-T1	1113	853.63	396	15.3331
DUN_000032-T1	72	30.8739	0	0
DUN_000033-T1	79	27.4503	0	0
DUN_000034-T1	231	38.8644	1	0.850456
DUN_000035-T1	73	31.3636	0	0
DUN_000036-T1	73	31.3636	0	0
DUN_000037-T1	228	38.1904	6	5.19279
DUN_000038-T1	73	31.3636	0	0
DUN_000039-T1	73	31.3636	2.7208e-06	2.8673e-06
DUN_000040-T1	165	27.1333	2	2.4363
DUN_000041-T1	78	28.0932	0	0
DUN_000042-T1	228	38.1904	0	0
DUN_000043-T1	378	129.627	0	0
DUN_000044-T1	240	40.9876	6	4.8384
DUN_000045-T1	74	29.9695	0	0
DUN_000046-T1	73	31.3636	0	0
DUN_000047-T1	1071	811.63	14	0.570129
DUN_000048-T1	73	31.3636	0	0
DUN_000049-T1	73	31.3636	0	0
DUN_000050-T1	73	31.3636	1.5	1.58077
DUN_000051-T1	2898	2638.63	441	5.52412
DUN_000052-T1	243	41.789	16	12.655
DUN_000053-T1	255	45.5717	0	0
DUN_000054-T1	73	31.3636	0	0
DUN_000055-T1	79	27.4503	0	0
DUN_000056-T1	73	31.3636	0	0
DUN_000057-T1	73	31.3636	0	0
DUN_000058-T1	1383	1123.63	70	2.0591
DUN_000059-T1	79	27.4503	0	0
DUN_000060-T1	411	160.173	124	25.588
DUN_000061-T1	957	697.684	808	38.2786
DUN_000062-T1	330	88.4942	184	68.7237
DUN_000063-T1	1545	1285.63	2139	54.9918
DUN_000064-T1	279	55.3585	0	0
DUN_000065-T1	960	700.677	0	0
DUN_000066-T1	582	325.347	0	0
DUN_000067-T1	294	63.4251	0	0
DUN_000068-T1	246	42.6614	0	0
DUN_000069-T1	79	27.4503	0	0
DUN_000070-T1	240	40.9876	0	0
DUN_000071-T1	1116	856.63	736	28.398
DUN_000072-T1	73	31.3636	0	0
DUN_000073-T1	73	31.3636	0	0
DUN_000074-T1	237	40.1884	4	3.28975
DUN_000075-T1	204	33.2512	373	370.77
DUN_000076-T1	693	434.583	5	0.380278
DUN_000077-T1	80	26.5109	0	0
DUN_000078-T1	1143	883.63	220	8.22916
DUN_000079-T1	388	138.797	5	1.19067
DUN_000080-T1	190	31.0979	2	2.1257
DUN_000081-T1	4221	3961.63	5812	48.4903
DUN_000082-T1	1467	1207.63	1551	42.4504
DUN_000083-T1	4338	4078.63	58	0.470021
DUN_000084-T1	77	28.5098	0	0
DUN_000085-T1	79	27.4503	0	0
DUN_000086-T1	258	46.621	0	0
DUN_000087-T1	276	53.9261	0	0
DUN_000088-T1	201	32.7304	0	0
DUN_000089-T1	221	36.5995	0	0
DUN_000090-T1	207	33.8776	7	6.82951
DUN_000091-T1	73	31.3636	0	0
